statement_id,account_id,cycle_start,cycle_end,transmitted_at,due_date,previous_balance,purchases,credits,payments,fees,closing_balance,minimum_due
STM-CR-00117-202610,ACC-CR-00117,2026-09-14,2026-10-13,2026-10-14T13:00:00Z,2026-11-07,895.27,533.09,0.00,358.11,0.00,1070.25,35.00
STM-CR-00118-202509,ACC-CR-00118,2025-08-31,2025-09-04,2025-09-05T13:00:00Z,2025-09-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00118-202510,ACC-CR-00118,2025-09-05,2025-10-04,2025-10-05T13:00:00Z,2025-10-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00118-202511,ACC-CR-00118,2025-10-05,2025-11-04,2025-11-05T14:00:00Z,2025-11-29,0.00,350.12,0.00,0.00,0.00,350.12,35.00
STM-CR-00118-202512,ACC-CR-00118,2025-11-05,2025-12-04,2025-12-05T14:00:00Z,2025-12-29,350.12,322.67,0.00,140.05,0.00,532.74,35.00
STM-CR-00118-202601,ACC-CR-00118,2025-12-05,2026-01-04,2026-01-05T14:00:00Z,2026-01-29,532.74,1491.44,0.00,213.10,0.00,1811.08,36.22
STM-CR-00118-202602,ACC-CR-00118,2026-01-05,2026-02-04,2026-02-05T14:00:00Z,2026-03-01,1811.08,166.78,0.00,724.43,0.00,1253.43,35.00
STM-CR-00118-202603,ACC-CR-00118,2026-02-05,2026-03-04,2026-03-05T14:00:00Z,2026-03-29,1253.43,375.11,0.00,501.37,0.00,1127.17,35.00
STM-CR-00118-202604,ACC-CR-00118,2026-03-05,2026-04-04,2026-04-05T13:00:00Z,2026-04-29,1127.17,217.34,0.00,450.87,0.00,893.64,35.00
STM-CR-00118-202605,ACC-CR-00118,2026-04-05,2026-05-04,2026-05-05T13:00:00Z,2026-05-29,893.64,180.78,0.00,357.46,0.00,716.96,35.00
STM-CR-00118-202606,ACC-CR-00118,2026-05-05,2026-06-04,2026-06-05T13:00:00Z,2026-06-29,716.96,1485.92,0.00,286.78,0.00,1916.10,38.32
STM-CR-00118-202607,ACC-CR-00118,2026-06-05,2026-07-04,2026-07-05T13:00:00Z,2026-07-29,1916.10,394.37,0.00,766.44,0.00,1544.03,35.00
STM-CR-00118-202608,ACC-CR-00118,2026-07-05,2026-08-04,2026-08-05T13:00:00Z,2026-08-29,1544.03,184.85,0.00,617.61,0.00,1111.27,35.00
STM-CR-00118-202609,ACC-CR-00118,2026-08-05,2026-09-04,2026-09-05T13:00:00Z,2026-09-29,1111.27,386.43,0.00,444.51,0.00,1053.19,35.00
STM-CR-00118-202610,ACC-CR-00118,2026-09-05,2026-10-04,2026-10-05T13:00:00Z,2026-10-29,1053.19,394.55,0.00,421.28,0.00,1026.46,35.00
STM-CR-00119-202509,ACC-CR-00119,2025-08-31,2025-09-19,2025-09-20T13:00:00Z,2025-10-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00119-202510,ACC-CR-00119,2025-09-20,2025-10-19,2025-10-20T13:00:00Z,2025-11-13,0.00,457.38,0.00,0.00,0.00,457.38,35.00
STM-CR-00119-202511,ACC-CR-00119,2025-10-20,2025-11-19,2025-11-20T14:00:00Z,2025-12-14,457.38,356.19,0.00,182.95,0.00,630.62,35.00
STM-CR-00119-202512,ACC-CR-00119,2025-11-20,2025-12-19,2025-12-20T14:00:00Z,2026-01-13,630.62,380.38,0.00,252.25,0.00,758.75,35.00
STM-CR-00119-202601,ACC-CR-00119,2025-12-20,2026-01-19,2026-01-20T14:00:00Z,2026-02-13,758.75,726.46,0.00,303.50,0.00,1181.71,35.00
STM-CR-00119-202602,ACC-CR-00119,2026-01-20,2026-02-19,2026-02-20T14:00:00Z,2026-03-16,1181.71,575.96,71.20,472.68,0.00,1213.79,35.00
STM-CR-00119-202603,ACC-CR-00119,2026-02-20,2026-03-19,2026-03-20T13:00:00Z,2026-04-13,1213.79,409.26,0.00,485.52,0.00,1137.53,35.00
STM-CR-00119-202604,ACC-CR-00119,2026-03-20,2026-04-19,2026-04-20T13:00:00Z,2026-05-14,1137.53,999.84,0.00,455.01,0.00,1682.36,35.00
STM-CR-00119-202605,ACC-CR-00119,2026-04-20,2026-05-19,2026-05-20T13:00:00Z,2026-06-13,1682.36,256.58,0.00,672.94,0.00,1266.00,35.00
STM-CR-00119-202606,ACC-CR-00119,2026-05-20,2026-06-19,2026-06-20T13:00:00Z,2026-07-14,1266.00,465.89,0.00,506.40,0.00,1225.49,35.00
STM-CR-00119-202607,ACC-CR-00119,2026-06-20,2026-07-19,2026-07-20T13:00:00Z,2026-08-13,1225.49,383.11,0.00,490.20,0.00,1118.40,35.00
STM-CR-00119-202608,ACC-CR-00119,2026-07-20,2026-08-19,2026-08-20T13:00:00Z,2026-09-13,1118.40,36.79,0.00,447.36,0.00,707.83,35.00
STM-CR-00119-202609,ACC-CR-00119,2026-08-20,2026-09-19,2026-09-20T13:00:00Z,2026-10-14,707.83,213.72,0.00,283.13,0.00,638.42,35.00
STM-CR-00119-202610,ACC-CR-00119,2026-09-20,2026-10-19,2026-10-20T13:00:00Z,2026-11-13,638.42,210.01,0.00,255.37,0.00,593.06,35.00
STM-CR-00120-202509,ACC-CR-00120,2025-08-31,2025-09-03,2025-09-04T13:00:00Z,2025-09-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00120-202510,ACC-CR-00120,2025-09-04,2025-10-03,2025-10-04T13:00:00Z,2025-10-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00120-202511,ACC-CR-00120,2025-10-04,2025-11-03,2025-11-04T14:00:00Z,2025-11-28,0.00,73.90,0.00,0.00,0.00,73.90,35.00
STM-CR-00120-202512,ACC-CR-00120,2025-11-04,2025-12-03,2025-12-04T14:00:00Z,2025-12-28,73.90,128.15,0.00,29.56,0.00,172.49,35.00
STM-CR-00120-202601,ACC-CR-00120,2025-12-04,2026-01-03,2026-01-04T14:00:00Z,2026-01-28,172.49,212.84,0.00,69.00,0.00,316.33,35.00
STM-CR-00120-202602,ACC-CR-00120,2026-01-04,2026-02-03,2026-02-04T14:00:00Z,2026-02-28,316.33,74.85,0.00,126.53,0.00,264.65,35.00
STM-CR-00120-202603,ACC-CR-00120,2026-02-04,2026-03-03,2026-03-04T14:00:00Z,2026-03-28,264.65,522.75,109.36,105.86,0.00,572.18,35.00
STM-CR-00120-202604,ACC-CR-00120,2026-03-04,2026-04-03,2026-04-04T13:00:00Z,2026-04-28,572.18,192.25,0.00,228.87,0.00,535.56,35.00
STM-CR-00120-202605,ACC-CR-00120,2026-04-04,2026-05-03,2026-05-04T13:00:00Z,2026-05-28,535.56,214.04,0.00,214.22,0.00,535.38,35.00
STM-CR-00120-202606,ACC-CR-00120,2026-05-04,2026-06-03,2026-06-04T13:00:00Z,2026-06-28,535.38,193.81,0.00,214.15,0.00,515.04,35.00
STM-CR-00120-202607,ACC-CR-00120,2026-06-04,2026-07-03,2026-07-04T13:00:00Z,2026-07-28,515.04,117.94,0.00,206.02,0.00,426.96,35.00
STM-CR-00120-202608,ACC-CR-00120,2026-07-04,2026-08-03,2026-08-04T13:00:00Z,2026-08-28,426.96,76.67,0.00,170.78,0.00,332.85,35.00
STM-CR-00120-202609,ACC-CR-00120,2026-08-04,2026-09-03,2026-09-04T13:00:00Z,2026-09-28,332.85,254.06,0.00,133.14,0.00,453.77,35.00
STM-CR-00120-202610,ACC-CR-00120,2026-09-04,2026-10-03,2026-10-04T13:00:00Z,2026-10-28,453.77,206.71,0.00,181.51,0.00,478.97,35.00
STM-CR-00121-202509,ACC-CR-00121,2025-08-31,2025-09-10,2025-09-11T13:00:00Z,2025-10-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00121-202510,ACC-CR-00121,2025-09-11,2025-10-10,2025-10-11T13:00:00Z,2025-11-04,0.00,303.26,0.00,0.00,0.00,303.26,35.00
STM-CR-00121-202511,ACC-CR-00121,2025-10-11,2025-11-10,2025-11-11T14:00:00Z,2025-12-05,303.26,403.87,0.00,303.26,0.00,403.87,35.00
STM-CR-00121-202512,ACC-CR-00121,2025-11-11,2025-12-10,2025-12-11T14:00:00Z,2026-01-04,403.87,557.18,0.00,403.87,0.00,557.18,35.00
STM-CR-00121-202601,ACC-CR-00121,2025-12-11,2026-01-10,2026-01-11T14:00:00Z,2026-02-04,557.18,313.39,0.00,557.18,0.00,313.39,35.00
STM-CR-00121-202602,ACC-CR-00121,2026-01-11,2026-02-10,2026-02-11T14:00:00Z,2026-03-07,313.39,375.70,0.00,313.39,0.00,375.70,35.00
STM-CR-00121-202603,ACC-CR-00121,2026-02-11,2026-03-10,2026-03-11T13:00:00Z,2026-04-04,375.70,625.59,0.00,375.70,0.00,625.59,35.00
STM-CR-00121-202604,ACC-CR-00121,2026-03-11,2026-04-10,2026-04-11T13:00:00Z,2026-05-05,625.59,326.08,0.00,625.59,0.00,326.08,35.00
STM-CR-00121-202605,ACC-CR-00121,2026-04-11,2026-05-10,2026-05-11T13:00:00Z,2026-06-04,326.08,422.66,0.00,326.08,0.00,422.66,35.00
STM-CR-00121-202606,ACC-CR-00121,2026-05-11,2026-06-10,2026-06-11T13:00:00Z,2026-07-05,422.66,300.31,0.00,422.66,0.00,300.31,35.00
STM-CR-00121-202607,ACC-CR-00121,2026-06-11,2026-07-10,2026-07-11T13:00:00Z,2026-08-04,300.31,362.52,0.00,300.31,0.00,362.52,35.00
STM-CR-00121-202608,ACC-CR-00121,2026-07-11,2026-08-10,2026-08-11T13:00:00Z,2026-09-04,362.52,392.62,0.00,362.52,0.00,392.62,35.00
STM-CR-00121-202609,ACC-CR-00121,2026-08-11,2026-09-10,2026-09-11T13:00:00Z,2026-10-05,392.62,346.00,0.00,392.62,0.00,346.00,35.00
STM-CR-00121-202610,ACC-CR-00121,2026-09-11,2026-10-10,2026-10-11T13:00:00Z,2026-11-04,346.00,328.41,0.00,346.00,0.00,328.41,35.00
STM-CR-00122-202509,ACC-CR-00122,2025-08-31,2025-09-17,2025-09-18T13:00:00Z,2025-10-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00122-202510,ACC-CR-00122,2025-09-18,2025-10-17,2025-10-18T13:00:00Z,2025-11-11,0.00,352.14,0.00,0.00,0.00,352.14,35.00
STM-CR-00122-202511,ACC-CR-00122,2025-10-18,2025-11-17,2025-11-18T14:00:00Z,2025-12-12,352.14,319.07,0.00,352.14,0.00,319.07,35.00
STM-CR-00122-202512,ACC-CR-00122,2025-11-18,2025-12-17,2025-12-18T14:00:00Z,2026-01-11,319.07,626.41,0.00,319.07,0.00,626.41,35.00
STM-CR-00122-202601,ACC-CR-00122,2025-12-18,2026-01-17,2026-01-18T14:00:00Z,2026-02-11,626.41,463.59,0.00,626.41,0.00,463.59,35.00
STM-CR-00122-202602,ACC-CR-00122,2026-01-18,2026-02-17,2026-02-18T14:00:00Z,2026-03-14,463.59,562.94,0.00,463.59,0.00,562.94,35.00
STM-CR-00122-202603,ACC-CR-00122,2026-02-18,2026-03-17,2026-03-18T13:00:00Z,2026-04-11,562.94,388.76,0.00,562.94,0.00,388.76,35.00
STM-CR-00122-202604,ACC-CR-00122,2026-03-18,2026-04-17,2026-04-18T13:00:00Z,2026-05-12,388.76,440.68,0.00,388.76,0.00,440.68,35.00
STM-CR-00122-202605,ACC-CR-00122,2026-04-18,2026-05-17,2026-05-18T13:00:00Z,2026-06-11,440.68,153.69,0.00,440.68,0.00,153.69,35.00
STM-CR-00122-202606,ACC-CR-00122,2026-05-18,2026-06-17,2026-06-18T13:00:00Z,2026-07-12,153.69,696.37,0.00,153.69,0.00,696.37,35.00
STM-CR-00122-202607,ACC-CR-00122,2026-06-18,2026-07-17,2026-07-18T13:00:00Z,2026-08-11,696.37,732.34,0.00,696.37,0.00,732.34,35.00
STM-CR-00122-202608,ACC-CR-00122,2026-07-18,2026-08-17,2026-08-18T13:00:00Z,2026-09-11,732.34,389.17,0.00,732.34,0.00,389.17,35.00
STM-CR-00122-202609,ACC-CR-00122,2026-08-18,2026-09-17,2026-09-18T13:00:00Z,2026-10-12,389.17,658.54,0.00,389.17,0.00,658.54,35.00
STM-CR-00122-202610,ACC-CR-00122,2026-09-18,2026-10-17,2026-10-18T13:00:00Z,2026-11-11,658.54,513.90,0.00,658.54,0.00,513.90,35.00
STM-CR-00123-202509,ACC-CR-00123,2025-08-31,2025-09-17,2025-09-18T13:00:00Z,2025-10-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00123-202510,ACC-CR-00123,2025-09-18,2025-10-17,2025-10-18T13:00:00Z,2025-11-11,0.00,279.67,0.00,0.00,0.00,279.67,35.00
STM-CR-00123-202511,ACC-CR-00123,2025-10-18,2025-11-17,2025-11-18T14:00:00Z,2025-12-12,279.67,196.10,0.00,279.67,0.00,196.10,35.00
STM-CR-00123-202512,ACC-CR-00123,2025-11-18,2025-12-17,2025-12-18T14:00:00Z,2026-01-11,196.10,451.35,0.00,196.10,0.00,451.35,35.00
STM-CR-00123-202601,ACC-CR-00123,2025-12-18,2026-01-17,2026-01-18T14:00:00Z,2026-02-11,451.35,191.62,0.00,451.35,0.00,191.62,35.00
STM-CR-00123-202602,ACC-CR-00123,2026-01-18,2026-02-17,2026-02-18T14:00:00Z,2026-03-14,191.62,172.05,0.00,191.62,0.00,172.05,35.00
STM-CR-00123-202603,ACC-CR-00123,2026-02-18,2026-03-17,2026-03-18T13:00:00Z,2026-04-11,172.05,200.55,0.00,172.05,0.00,200.55,35.00
STM-CR-00123-202604,ACC-CR-00123,2026-03-18,2026-04-17,2026-04-18T13:00:00Z,2026-05-12,200.55,267.84,0.00,200.55,0.00,267.84,35.00
STM-CR-00123-202605,ACC-CR-00123,2026-04-18,2026-05-17,2026-05-18T13:00:00Z,2026-06-11,267.84,231.07,0.00,267.84,0.00,231.07,35.00
STM-CR-00123-202606,ACC-CR-00123,2026-05-18,2026-06-17,2026-06-18T13:00:00Z,2026-07-12,231.07,566.65,0.00,231.07,0.00,566.65,35.00
STM-CR-00123-202607,ACC-CR-00123,2026-06-18,2026-07-17,2026-07-18T13:00:00Z,2026-08-11,566.65,310.07,0.00,566.65,0.00,310.07,35.00
STM-CR-00123-202608,ACC-CR-00123,2026-07-18,2026-08-17,2026-08-18T13:00:00Z,2026-09-11,310.07,366.28,0.00,310.07,0.00,366.28,35.00
STM-CR-00123-202609,ACC-CR-00123,2026-08-18,2026-09-17,2026-09-18T13:00:00Z,2026-10-12,366.28,270.36,108.02,366.28,0.00,162.34,35.00
STM-CR-00123-202610,ACC-CR-00123,2026-09-18,2026-10-17,2026-10-18T13:00:00Z,2026-11-11,162.34,362.68,0.00,162.34,0.00,362.68,35.00
STM-CR-00124-202509,ACC-CR-00124,2025-08-31,2025-09-26,2025-09-27T13:00:00Z,2025-10-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00124-202510,ACC-CR-00124,2025-09-27,2025-10-26,2025-10-27T13:00:00Z,2025-11-20,0.00,464.02,0.00,0.00,0.00,464.02,35.00
STM-CR-00124-202511,ACC-CR-00124,2025-10-27,2025-11-26,2025-11-27T14:00:00Z,2025-12-21,464.02,198.18,0.00,185.61,0.00,476.59,35.00
STM-CR-00124-202512,ACC-CR-00124,2025-11-27,2025-12-26,2025-12-27T14:00:00Z,2026-01-20,476.59,31.83,0.00,190.64,0.00,317.78,35.00
STM-CR-00124-202601,ACC-CR-00124,2025-12-27,2026-01-26,2026-01-27T14:00:00Z,2026-02-20,317.78,78.40,0.00,127.11,0.00,269.07,35.00
STM-CR-00124-202602,ACC-CR-00124,2026-01-27,2026-02-26,2026-02-27T14:00:00Z,2026-03-23,269.07,278.71,0.00,107.63,0.00,440.15,35.00
STM-CR-00124-202603,ACC-CR-00124,2026-02-27,2026-03-26,2026-03-27T13:00:00Z,2026-04-20,440.15,237.97,0.00,176.06,0.00,502.06,35.00
STM-CR-00124-202604,ACC-CR-00124,2026-03-27,2026-04-26,2026-04-27T13:00:00Z,2026-05-21,502.06,347.70,0.00,200.82,0.00,648.94,35.00
STM-CR-00124-202605,ACC-CR-00124,2026-04-27,2026-05-26,2026-05-27T13:00:00Z,2026-06-20,648.94,583.76,0.00,259.58,0.00,973.12,35.00
STM-CR-00124-202606,ACC-CR-00124,2026-05-27,2026-06-26,2026-06-27T13:00:00Z,2026-07-21,973.12,132.49,0.00,389.25,0.00,716.36,35.00
STM-CR-00124-202607,ACC-CR-00124,2026-06-27,2026-07-26,2026-07-27T13:00:00Z,2026-08-20,716.36,156.79,0.00,286.54,0.00,586.61,35.00
STM-CR-00124-202608,ACC-CR-00124,2026-07-27,2026-08-26,2026-08-27T13:00:00Z,2026-09-20,586.61,257.80,0.00,234.64,0.00,609.77,35.00
STM-CR-00124-202609,ACC-CR-00124,2026-08-27,2026-09-26,2026-09-27T13:00:00Z,2026-10-21,609.77,281.29,0.00,243.91,0.00,647.15,35.00
STM-CR-00125-202509,ACC-CR-00125,2025-08-31,2025-09-17,2025-09-18T13:00:00Z,2025-10-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00125-202510,ACC-CR-00125,2025-09-18,2025-10-17,2025-10-18T13:00:00Z,2025-11-11,0.00,254.13,0.00,0.00,0.00,254.13,35.00
STM-CR-00125-202511,ACC-CR-00125,2025-10-18,2025-11-17,2025-11-18T14:00:00Z,2025-12-12,254.13,380.21,0.00,101.65,0.00,532.69,35.00
STM-CR-00125-202512,ACC-CR-00125,2025-11-18,2025-12-17,2025-12-18T14:00:00Z,2026-01-11,532.69,240.37,0.00,213.08,0.00,559.98,35.00
STM-CR-00125-202601,ACC-CR-00125,2025-12-18,2026-01-17,2026-01-18T14:00:00Z,2026-02-11,559.98,599.99,0.00,223.99,0.00,935.98,35.00
STM-CR-00125-202602,ACC-CR-00125,2026-01-18,2026-02-17,2026-02-18T14:00:00Z,2026-03-14,935.98,480.49,0.00,374.39,0.00,1042.08,35.00
STM-CR-00125-202603,ACC-CR-00125,2026-02-18,2026-03-17,2026-03-18T13:00:00Z,2026-04-11,1042.08,670.48,0.00,416.83,0.00,1295.73,35.00
STM-CR-00125-202604,ACC-CR-00125,2026-03-18,2026-04-17,2026-04-18T13:00:00Z,2026-05-12,1295.73,410.38,0.00,518.29,0.00,1187.82,35.00
STM-CR-00125-202605,ACC-CR-00125,2026-04-18,2026-05-17,2026-05-18T13:00:00Z,2026-06-11,1187.82,500.49,0.00,475.13,0.00,1213.18,35.00
STM-CR-00125-202606,ACC-CR-00125,2026-05-18,2026-06-17,2026-06-18T13:00:00Z,2026-07-12,1213.18,283.92,0.00,485.27,0.00,1011.83,35.00
STM-CR-00125-202607,ACC-CR-00125,2026-06-18,2026-07-17,2026-07-18T13:00:00Z,2026-08-11,1011.83,1218.20,0.00,404.73,0.00,1825.30,36.51
STM-CR-00125-202608,ACC-CR-00125,2026-07-18,2026-08-17,2026-08-18T13:00:00Z,2026-09-11,1825.30,356.50,0.00,730.12,0.00,1451.68,35.00
STM-CR-00125-202609,ACC-CR-00125,2026-08-18,2026-09-17,2026-09-18T13:00:00Z,2026-10-12,1451.68,284.92,0.00,580.67,0.00,1155.93,35.00
STM-CR-00125-202610,ACC-CR-00125,2026-09-18,2026-10-17,2026-10-18T13:00:00Z,2026-11-11,1155.93,548.36,0.00,462.37,0.00,1241.92,35.00
STM-CR-00126-202509,ACC-CR-00126,2025-08-31,2025-09-01,2025-09-02T13:00:00Z,2025-09-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00126-202510,ACC-CR-00126,2025-09-02,2025-10-01,2025-10-02T13:00:00Z,2025-10-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00126-202511,ACC-CR-00126,2025-10-02,2025-11-01,2025-11-02T14:00:00Z,2025-11-26,0.00,68.86,0.00,0.00,0.00,68.86,35.00
STM-CR-00126-202512,ACC-CR-00126,2025-11-02,2025-12-01,2025-12-02T14:00:00Z,2025-12-26,68.86,255.86,0.00,68.86,0.00,255.86,35.00
STM-CR-00126-202601,ACC-CR-00126,2025-12-02,2026-01-01,2026-01-02T14:00:00Z,2026-01-26,255.86,132.97,0.00,255.86,0.00,132.97,35.00
STM-CR-00126-202602,ACC-CR-00126,2026-01-02,2026-02-01,2026-02-02T14:00:00Z,2026-02-26,132.97,165.97,0.00,132.97,0.00,165.97,35.00
STM-CR-00126-202603,ACC-CR-00126,2026-02-02,2026-03-01,2026-03-02T14:00:00Z,2026-03-26,165.97,288.93,0.00,165.97,0.00,288.93,35.00
STM-CR-00126-202604,ACC-CR-00126,2026-03-02,2026-04-01,2026-04-02T13:00:00Z,2026-04-26,288.93,515.53,0.00,288.93,0.00,515.53,35.00
STM-CR-00126-202605,ACC-CR-00126,2026-04-02,2026-05-01,2026-05-02T13:00:00Z,2026-05-26,515.53,296.28,0.00,515.53,0.00,296.28,35.00
STM-CR-00126-202606,ACC-CR-00126,2026-05-02,2026-06-01,2026-06-02T13:00:00Z,2026-06-26,296.28,337.87,169.46,296.28,0.00,168.41,35.00
STM-CR-00126-202607,ACC-CR-00126,2026-06-02,2026-07-01,2026-07-02T13:00:00Z,2026-07-26,168.41,266.73,0.00,168.41,0.00,266.73,35.00
STM-CR-00126-202608,ACC-CR-00126,2026-07-02,2026-08-01,2026-08-02T13:00:00Z,2026-08-26,266.73,195.52,0.00,266.73,0.00,195.52,35.00
STM-CR-00126-202609,ACC-CR-00126,2026-08-02,2026-09-01,2026-09-02T13:00:00Z,2026-09-26,195.52,379.43,0.00,195.52,0.00,379.43,35.00
STM-CR-00126-202610,ACC-CR-00126,2026-09-02,2026-10-01,2026-10-02T13:00:00Z,2026-10-26,379.43,240.44,0.00,379.43,0.00,240.44,35.00
STM-CR-00127-202509,ACC-CR-00127,2025-08-31,2025-09-05,2025-09-06T13:00:00Z,2025-09-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00127-202510,ACC-CR-00127,2025-09-06,2025-10-05,2025-10-06T13:00:00Z,2025-10-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00127-202511,ACC-CR-00127,2025-10-06,2025-11-05,2025-11-06T14:00:00Z,2025-11-30,0.00,310.25,0.00,0.00,0.00,310.25,35.00
STM-CR-00127-202512,ACC-CR-00127,2025-11-06,2025-12-05,2025-12-06T14:00:00Z,2025-12-30,310.25,548.01,0.00,310.25,0.00,548.01,35.00
STM-CR-00127-202601,ACC-CR-00127,2025-12-06,2026-01-05,2026-01-06T14:00:00Z,2026-01-30,548.01,208.78,0.00,548.01,0.00,208.78,35.00
STM-CR-00127-202602,ACC-CR-00127,2026-01-06,2026-02-05,2026-02-06T14:00:00Z,2026-03-02,208.78,217.27,0.00,208.78,0.00,217.27,35.00
STM-CR-00127-202603,ACC-CR-00127,2026-02-06,2026-03-05,2026-03-06T14:00:00Z,2026-03-30,217.27,890.34,0.00,217.27,0.00,890.34,35.00
STM-CR-00127-202604,ACC-CR-00127,2026-03-06,2026-04-05,2026-04-06T13:00:00Z,2026-04-30,890.34,815.11,0.00,890.34,0.00,815.11,35.00
STM-CR-00127-202605,ACC-CR-00127,2026-04-06,2026-05-05,2026-05-06T13:00:00Z,2026-05-30,815.11,348.45,0.00,815.11,0.00,348.45,35.00
STM-CR-00127-202606,ACC-CR-00127,2026-05-06,2026-06-05,2026-06-06T13:00:00Z,2026-06-30,348.45,260.50,0.00,348.45,0.00,260.50,35.00
STM-CR-00127-202607,ACC-CR-00127,2026-06-06,2026-07-05,2026-07-06T13:00:00Z,2026-07-30,260.50,452.19,0.00,260.50,0.00,452.19,35.00
STM-CR-00127-202608,ACC-CR-00127,2026-07-06,2026-08-05,2026-08-06T13:00:00Z,2026-08-30,452.19,720.90,0.00,452.19,0.00,720.90,35.00
STM-CR-00127-202609,ACC-CR-00127,2026-08-06,2026-09-05,2026-09-06T13:00:00Z,2026-09-30,720.90,302.73,0.00,720.90,0.00,302.73,35.00
STM-CR-00127-202610,ACC-CR-00127,2026-09-06,2026-10-05,2026-10-06T13:00:00Z,2026-10-30,302.73,297.63,0.00,302.73,0.00,297.63,35.00
STM-CR-00128-202509,ACC-CR-00128,2025-08-31,2025-09-10,2025-09-11T13:00:00Z,2025-10-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00128-202510,ACC-CR-00128,2025-09-11,2025-10-10,2025-10-11T13:00:00Z,2025-11-04,0.00,86.71,0.00,0.00,0.00,86.71,35.00
STM-CR-00128-202511,ACC-CR-00128,2025-10-11,2025-11-10,2025-11-11T14:00:00Z,2025-12-05,86.71,285.29,0.00,86.71,0.00,285.29,35.00
STM-CR-00128-202512,ACC-CR-00128,2025-11-11,2025-12-10,2025-12-11T14:00:00Z,2026-01-04,285.29,268.97,0.00,285.29,0.00,268.97,35.00
STM-CR-00128-202601,ACC-CR-00128,2025-12-11,2026-01-10,2026-01-11T14:00:00Z,2026-02-04,268.97,310.29,0.00,268.97,0.00,310.29,35.00
STM-CR-00128-202602,ACC-CR-00128,2026-01-11,2026-02-10,2026-02-11T14:00:00Z,2026-03-07,310.29,46.18,0.00,310.29,0.00,46.18,35.00
STM-CR-00128-202603,ACC-CR-00128,2026-02-11,2026-03-10,2026-03-11T13:00:00Z,2026-04-04,46.18,1215.65,0.00,46.18,0.00,1215.65,35.00
STM-CR-00128-202604,ACC-CR-00128,2026-03-11,2026-04-10,2026-04-11T13:00:00Z,2026-05-05,1215.65,116.34,0.00,1215.65,0.00,116.34,35.00
STM-CR-00128-202605,ACC-CR-00128,2026-04-11,2026-05-10,2026-05-11T13:00:00Z,2026-06-04,116.34,296.70,0.00,116.34,0.00,296.70,35.00
STM-CR-00128-202606,ACC-CR-00128,2026-05-11,2026-06-10,2026-06-11T13:00:00Z,2026-07-05,296.70,340.51,0.00,296.70,0.00,340.51,35.00
STM-CR-00128-202607,ACC-CR-00128,2026-06-11,2026-07-10,2026-07-11T13:00:00Z,2026-08-04,340.51,502.68,0.00,340.51,0.00,502.68,35.00
STM-CR-00128-202608,ACC-CR-00128,2026-07-11,2026-08-10,2026-08-11T13:00:00Z,2026-09-04,502.68,316.15,0.00,502.68,0.00,316.15,35.00
STM-CR-00128-202609,ACC-CR-00128,2026-08-11,2026-09-10,2026-09-11T13:00:00Z,2026-10-05,316.15,315.02,0.00,316.15,0.00,315.02,35.00
STM-CR-00128-202610,ACC-CR-00128,2026-09-11,2026-10-10,2026-10-11T13:00:00Z,2026-11-04,315.02,749.56,0.00,315.02,0.00,749.56,35.00
STM-CR-00129-202509,ACC-CR-00129,2025-08-31,2025-09-10,2025-09-11T13:00:00Z,2025-10-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00129-202510,ACC-CR-00129,2025-09-11,2025-10-10,2025-10-11T13:00:00Z,2025-11-04,0.00,92.65,0.00,0.00,0.00,92.65,35.00
STM-CR-00129-202511,ACC-CR-00129,2025-10-11,2025-11-10,2025-11-11T14:00:00Z,2025-12-05,92.65,140.98,0.00,35.00,0.00,198.63,35.00
STM-CR-00129-202512,ACC-CR-00129,2025-11-11,2025-12-10,2025-12-11T14:00:00Z,2026-01-04,198.63,132.29,0.00,35.00,0.00,295.92,35.00
STM-CR-00129-202601,ACC-CR-00129,2025-12-11,2026-01-10,2026-01-11T14:00:00Z,2026-02-04,295.92,161.50,0.00,35.00,0.00,422.42,35.00
STM-CR-00129-202602,ACC-CR-00129,2026-01-11,2026-02-10,2026-02-11T14:00:00Z,2026-03-07,422.42,93.58,0.00,35.00,0.00,481.00,35.00
STM-CR-00129-202603,ACC-CR-00129,2026-02-11,2026-03-10,2026-03-11T13:00:00Z,2026-04-04,481.00,741.50,0.00,35.00,0.00,1187.50,35.00
