device_id,device_type,os,hardware_id,device_fingerprint,first_seen,observed_primary_customer_id
DEV-000210,phone,Android 16,358868507133640,fp_c9fd760c86b357f4233d89d9c471d7d3cc1f54e1,2009-05-08,CUS-00120
DEV-000211,laptop,Windows 11 24H2,,fp_31f919f15929eefc24124e650c28f9bd954858fd,2009-05-08,CUS-00120
DEV-000212,phone,iOS 19.4,351802958009382,fp_046e0477bb14b4ec75b8d0cbb9d03d54125dd982,2010-03-02,CUS-00121
DEV-000213,laptop,Windows 11 24H2,,fp_c79ddf202af5025b07f19255bea89bd33fd9df85,2010-03-02,CUS-00121
DEV-000214,phone,Android 16,355919752362107,fp_476972b4a5ae84126c63d48a7be7e445a2041153,2009-11-16,CUS-00122
DEV-000215,phone,iOS 19.4,359402658667580,fp_4abb4ce89788dc7b77e8511b65022d1ea52098fb,2010-02-26,CUS-00123
DEV-000216,phone,Android 16,351477789741063,fp_9fa4f747e8fb4fcf1394ede148e999a81b1ee2f7,2016-05-25,CUS-00124
DEV-000217,laptop,macOS 16.2,,fp_cb8d100e0f54481768102d06247cafc64d5b6cc5,2016-05-25,CUS-00124
DEV-000218,phone,Android 16,355310654333076,fp_ea2846d6af15b54bd0194b9e562edbdcf7a9fa28,2008-08-10,CUS-00125
DEV-000219,laptop,Windows 11 24H2,,fp_b98f8466a2cab0059cdd71decd0055bf9dba78cc,2008-08-10,CUS-00125
DEV-000220,tablet,iPadOS 19.4,,fp_037ab2ab42ba0f4e757b82a1343d8b3b6aa3e8a7,2008-08-10,CUS-00125
DEV-000221,phone,iOS 19.4,357681362851935,fp_bf52d87673bd764c1153950d7c14d3c9e6b17554,2010-06-01,CUS-00126
DEV-000222,phone,Android 16,355238693777014,fp_ff1a0269c2367ed5d5281d47c867c581062f255c,2023-10-16,CUS-00127
DEV-000223,laptop,macOS 16.2,,fp_15b940de635e77e47aefefe95077f772a14aea22,2023-10-16,CUS-00127
DEV-000224,phone,iOS 19.4,354503144414651,fp_7d79cca37fb07100d7de5f94f90e12ff9566bccc,2019-11-11,CUS-00128
DEV-000225,phone,iOS 19.4,351016288860488,fp_4a7e1863700d81990fd4d700dd2a3e129807e369,2020-11-21,CUS-00129
DEV-000226,phone,iOS 19.4,359683352670100,fp_32c37c8c98b92c880853c837782f7c8548aa5e69,2014-07-23,CUS-00130
DEV-000227,phone,iOS 19.4,353643376895952,fp_3d966693472a7a32ff0ac4f4e554ef914bc7a06d,2018-05-08,CUS-00131
DEV-000228,laptop,Windows 11 24H2,,fp_7cdea28669fa3be17b697c1bf08d121dd2e00e5a,2018-05-08,CUS-00131
DEV-000229,phone,Android 16,353139536248921,fp_8d56aea19c846183dd4df709f28e6458206baecb,2019-01-12,CUS-00132
DEV-000230,phone,iOS 19.4,359608677895145,fp_9e9ff113e7d0ce18d1dbbee5ef80d5e9a57ef020,2012-04-07,CUS-00133
DEV-000231,phone,Android 16,354464843463350,fp_76b9cb81d824875a1d333821bcb055067096f812,2025-04-24,CUS-00134
DEV-000232,phone,iOS 19.4,358082218896336,fp_e446fc8a9c8ff3443189aac1cc324f92ae45dbf9,2019-08-16,CUS-00135
DEV-000233,phone,iOS 19.4,357140789885372,fp_7e892389c313c15f3809946582614c8e7e9e79c8,2009-04-27,CUS-00136
DEV-000234,tablet,Android 16,,fp_1034ed47ebea8a3d1b52e17ddc3f7318a8caf56e,2009-04-27,CUS-00136
DEV-000235,phone,Android 16,351857361794572,fp_84934a3050637ea1df882c24ed8a6105a9c59c18,2011-06-23,CUS-00137
DEV-000236,phone,iOS 19.4,356101793490011,fp_0402e0b20cd66e880f1c47f33d5bc03d30902823,2022-10-08,CUS-00138
DEV-000237,phone,Android 16,359275606583527,fp_6f58081826a3993433849c325b8637c9c4fe00ff,2016-07-15,CUS-00139
DEV-000238,phone,Android 16,355449844925371,fp_89c3e7f6073569d6931133ab4639d557b9a393de,2016-09-04,CUS-00140
DEV-000239,phone,Android 16,353809812074251,fp_aa5d27b35c660fcf9c071212983a5d940a916af0,2021-05-03,CUS-00141
DEV-000240,laptop,Windows 11 24H2,,fp_bee0d4908f8d14d615e3b07bb8cedf44c1089eed,2021-05-03,CUS-00141
DEV-000241,tablet,iPadOS 19.4,,fp_763ea93218b93b3262759714df3d1f35db9fea65,2021-05-03,CUS-00141
DEV-000242,phone,Android 16,352711796729202,fp_db982a430b8cb29a072a1f97d059abd9375c4aa9,2022-09-07,CUS-00142
DEV-000243,phone,iOS 19.4,359490486187662,fp_d15f0fc254f26108d491e59f3a3998d659c5d2ac,2022-01-04,CUS-00143
DEV-000244,phone,iOS 19.4,352069214991202,fp_e31c38d4f3998d76835d8877808eceb537cee869,2014-09-19,CUS-00144
DEV-000245,laptop,Windows 11 24H2,,fp_649d7f9131e21d32825a81d7d117039317f7b721,2014-09-19,CUS-00144
DEV-000246,phone,Android 16,352772230071595,fp_bc2486b2f4343cd19a031086421836cfef0f7939,2019-12-07,CUS-00145
DEV-000247,laptop,macOS 16.2,,fp_aa7222b5c325920de8d887fd93b2f34082afecbe,2019-12-07,CUS-00145
DEV-000248,phone,Android 16,357135516278873,fp_0f7472efaf4526f20dca67e939e26927e16c8035,2016-01-01,CUS-00146
DEV-000249,laptop,Windows 11 24H2,,fp_3af92d2a221f8960566532d8d824c0ecf3eb4a91,2016-01-01,CUS-00146
DEV-000250,phone,Android 16,358992803470146,fp_940df55bc96da7edbed6ae214f9007ad68f1196d,2022-11-02,CUS-00147
DEV-000251,phone,iOS 19.4,359296030620718,fp_9a6b40ab928d47c709ae9bc21923f335279ef3bf,2014-10-12,CUS-00148
DEV-000252,laptop,macOS 16.2,,fp_fea20ea37d039c2fb9c641d7c09b5f5c17238b1f,2014-10-12,CUS-00148
DEV-000253,tablet,Android 16,,fp_33ce8519a29a047b08361f0dbfd1e59ec3663b90,2014-10-12,CUS-00148
DEV-000254,phone,Android 16,353433522832208,fp_c5e3bab4d55d8e94151315ec67521c03f8f1a5e1,2016-10-31,CUS-00149
DEV-000255,phone,Android 16,356905443133916,fp_b36254f161f735013e1e9ee27439aec379a073a8,2022-03-07,CUS-00150
DEV-000256,laptop,Windows 11 24H2,,fp_ee0c10e82e7eb4840d03cf5c43c29ac22be46a0e,2022-03-07,CUS-00150
DEV-000257,phone,iOS 19.4,354441692039298,fp_e80d9897266dc5ed02e07b7f9ba0d78fe96b84c5,2018-02-18,CUS-00151
DEV-000258,laptop,Windows 11 24H2,,fp_a71051c8108e6aeca3fcea7206b1a121eaa180f3,2018-02-18,CUS-00151
DEV-000259,phone,Android 16,352489880608232,fp_1d2e3b487ccc2718ca1fd3ed18f11f1d523e228a,2024-07-01,CUS-00152
DEV-000260,laptop,Windows 11 24H2,,fp_1bd9e819a0114d0ec0c9a65403bc215b4818a765,2024-07-01,CUS-00152
DEV-000261,phone,Android 16,354666451457452,fp_f49678389217384e4fa1adc4ee278c739f18c5d6,2025-08-14,CUS-00153
DEV-000262,laptop,Windows 11 24H2,,fp_2f92fa6a1e36ef10c93e5cdba4e344b2bf215ff3,2025-08-14,CUS-00153
DEV-000263,phone,Android 16,353544937211003,fp_203abd75ccb6c816b202d8306e90d7eb58a3b27b,2021-06-18,CUS-00154
DEV-000264,laptop,Windows 11 24H2,,fp_e02ef929ce2336058beb2e8c844afaea3539613b,2021-06-18,CUS-00154
DEV-000265,phone,Android 16,356972961462254,fp_80e7c610f81afd199fbcc4abd320ef8fe83354b7,2008-04-28,CUS-00155
DEV-000266,laptop,macOS 16.2,,fp_e4397ffa53a870bccb1615d4e2ddb30fd434ef4e,2008-04-28,CUS-00155
DEV-000267,phone,iOS 19.4,355378587641327,fp_83f4e1d5854760b16b97491e86d5e50bb03179ed,2024-01-09,CUS-00156
DEV-000268,laptop,macOS 16.2,,fp_8a72553c00bb6559c50f59c9b398ee6919b644ce,2024-01-09,CUS-00156
DEV-000269,tablet,iPadOS 19.4,,fp_a0cddaead2f46be29e82471a9711f78a37f06c62,2024-01-09,CUS-00156
DEV-000270,phone,Android 16,359014484259858,fp_87c87693c49b46b66899ad04c5f12191691e9610,2025-07-25,CUS-00157
DEV-000271,phone,iOS 19.4,356460116739922,fp_9b3cae935bda517e665614e43ea9be1aa5723351,2022-08-22,CUS-00158
DEV-000272,laptop,Windows 11 24H2,,fp_7c27c77c9477a93cbae799eaa18f9ded22700c5f,2022-08-22,CUS-00158
DEV-000273,phone,Android 16,358121900790392,fp_bd9bc99fcd483434b62a6825d24ac45e675dbb10,2022-01-08,CUS-00159
DEV-000274,laptop,Windows 11 24H2,,fp_90ce8c11b8f92da9e99e9c4494a16efb602bf758,2022-01-08,CUS-00159
DEV-000275,phone,iOS 19.4,356371870702115,fp_3a5bb3918778a6195bf22155b215db1831b042c8,2017-03-09,CUS-00160
DEV-000276,laptop,macOS 16.2,,fp_cdad988db0143558c67e78202b7e4e4929a05e99,2017-03-09,CUS-00160
DEV-000277,phone,Android 16,356800517475115,fp_e2084618dbdec0a6003bfb87b8d4c1eb3c880bd3,2021-04-15,CUS-00161
DEV-000278,laptop,macOS 16.2,,fp_e47ad3ab5e88fdb1232773409aa382c51d9c62cf,2021-04-15,CUS-00161
DEV-000279,phone,iOS 19.4,352725312693691,fp_a359a47f609e83d275e31383d019dbfccc9b1532,2012-09-11,CUS-00162
DEV-000280,phone,iOS 19.4,358408075725089,fp_a9f76f831719dfed66f785554dc48df8a2a1e12e,2025-01-07,CUS-00163
DEV-000281,laptop,Windows 11 24H2,,fp_3193c8e887ee6997ade6a8aed4a6085850b9c3cb,2025-01-07,CUS-00163
DEV-000282,phone,Android 16,357111902966440,fp_c8a5ba09a0d0e03a216194070caff7932ba368f3,2024-02-12,CUS-00164
DEV-000283,laptop,macOS 16.2,,fp_87b3f0a1393614d85ba0c0d1ea69112854c1c2e7,2024-02-12,CUS-00164
DEV-000284,phone,iOS 19.4,351804191590431,fp_1ce99b78b74551fd667aefa816101e8cd044492c,2011-03-03,CUS-00165
DEV-000285,laptop,macOS 16.2,,fp_b2c2e48da0c3f817ab98f419eff4f4981e6b259c,2011-03-03,CUS-00165
DEV-000286,phone,iOS 19.4,354806859658559,fp_df3e307153493d743432c5b79f9d4956a060f13c,2015-12-24,CUS-00166
DEV-000287,laptop,macOS 16.2,,fp_e28c6128aa29a7b4d5af8385074ba156b5b47042,2015-12-24,CUS-00166
DEV-000288,phone,Android 16,358460811280941,fp_b8aab2ed864506ff6099f3b32fa46ca9dcc1f94d,2015-01-08,CUS-00167
DEV-000289,phone,iOS 19.4,352887283614637,fp_7447222051612efe7e2e73eb6e1dad4e34fa577e,2021-06-07,CUS-00168
DEV-000290,phone,iOS 19.4,355835312737160,fp_021e59e71cbc812709047d7137581b85d0f7834b,2019-02-14,CUS-00169
DEV-000291,phone,Android 16,359293735430820,fp_bc129f654dad4d0cb530e576be63907630fa403d,2010-10-18,CUS-00170
DEV-000292,laptop,macOS 16.2,,fp_4d740d5bede3f2092ff95c8c917d91aaebdce80d,2010-10-18,CUS-00170
DEV-000293,phone,iOS 19.4,356778195604895,fp_0b7bab82d6e9bd8d51b9c56ff266c60307a9e2fd,2021-04-16,CUS-00171
DEV-000294,phone,iOS 19.4,358951548451315,fp_485f8ec2ff805ed3b3d74a39fa2544728d890d98,2022-12-21,CUS-00172
DEV-000295,phone,iOS 19.4,358315036361245,fp_660f4780c9a2274aaedf9b8063e25d832dd7ed9d,2025-03-13,CUS-00173
DEV-000296,laptop,Windows 11 24H2,,fp_8e5112742f19f1740cca946d4b3a3b3c8c6d452a,2025-03-13,CUS-00173
DEV-000297,phone,iOS 19.4,353330130147034,fp_bf6c1698ba7d1814c97ef66a68811080ae08611b,2015-03-05,CUS-00174
DEV-000298,laptop,Windows 11 24H2,,fp_8d872168fbf0140fcb6f68d399dd47b419fce861,2015-03-05,CUS-00174
DEV-000299,phone,Android 16,358209292315367,fp_838d72d60abccbd2d262e1eef5d13b8766aa8689,2012-03-26,CUS-00175
DEV-000300,laptop,macOS 16.2,,fp_a9d71daa53fa566ed643b4c261bb67b6cba2b363,2012-03-26,CUS-00175
DEV-000301,phone,iOS 19.4,354541883972905,fp_1e2077b4f01dc2e47e0b7ce06007c3fae552e894,2008-03-07,CUS-00176
DEV-000302,laptop,macOS 16.2,,fp_21f9974db5f71d0a0a1263b6821d8e15fe147d72,2008-03-07,CUS-00176
DEV-000303,phone,Android 16,358154495112069,fp_d4e4ed5697b6065e9f96bf0061416322cae2d83b,2016-06-10,CUS-00177
DEV-000304,laptop,macOS 16.2,,fp_672e395944ef98ff71e89f7d01374c1a10b38f69,2016-06-10,CUS-00177
DEV-000305,tablet,iPadOS 19.4,,fp_a236ddf779f01cf0a7e4b0aa02937909fac9330c,2016-06-10,CUS-00177
DEV-000306,phone,iOS 19.4,351049469501924,fp_e28caf277d3569180a4a692b629473e966a9c186,2016-07-17,CUS-00178
DEV-000307,phone,Android 16,357399852543035,fp_cf67f34bb5ca19b8bc944c7cf2bc7b970051f5e5,2010-04-04,CUS-00179
DEV-000308,laptop,macOS 16.2,,fp_d7ccf6af99e36e84253c08da3bcff025d8a1a26b,2010-04-04,CUS-00179
DEV-000309,phone,iOS 19.4,355754338680465,fp_1dea2106d4f8b60337597f387c8a2e383d809d1d,2021-06-04,CUS-00180
DEV-000310,laptop,macOS 16.2,,fp_893529c4a04401bac7aabd4b1be81fc31c34855c,2021-06-04,CUS-00180
DEV-000311,phone,iOS 19.4,355351545226030,fp_70e9592fcaab4cb228226fb22f0ff9833359687e,2020-11-19,CUS-00181
DEV-000312,laptop,Windows 11 24H2,,fp_477f9629164dc5dd5e0bd6f06aa33b21bcaa4b2b,2020-11-19,CUS-00181
DEV-000313,phone,iOS 19.4,354513984537791,fp_0427b2e1ec85a2bd5345f36200e0600f12ebd0f5,2015-01-05,CUS-00182
DEV-000314,laptop,Windows 11 24H2,,fp_21f867ab5871b0d5c3b66524f3464629412821b3,2015-01-05,CUS-00182
DEV-000315,phone,iOS 19.4,354269549796564,fp_378d3b2bd60b3913771962de0ec3adb802bb6b36,2010-01-24,CUS-00183
DEV-000316,phone,Android 16,354319295868621,fp_4dfc3bbb01ab19c677ea33898479cf3c64043616,2019-01-19,CUS-00184
DEV-000317,laptop,macOS 16.2,,fp_6dc573cc71ced0ed35806cf8518353464ff4cfe8,2019-01-19,CUS-00184
DEV-000318,phone,Android 16,357727829996755,fp_61e1937ce22546fdd63c5c5febbe784383b7fd31,2018-10-25,CUS-00185
DEV-000319,phone,Android 16,353192208042464,fp_e1865d93669e96b090161bfd5ce7e3b39c6cadb8,2017-02-17,CUS-00186
DEV-000320,phone,iOS 19.4,351461425622983,fp_95485c0e86a264f7748436ea4669629987712909,2009-11-23,CUS-00187
DEV-000321,laptop,Windows 11 24H2,,fp_e62bee938baff2560d4af603323547d17353dcc9,2009-11-23,CUS-00187
DEV-000322,phone,Android 16,355574403169525,fp_1f0e16a55fffd9d6df5ebf9182ab64cee34c629f,2016-11-03,CUS-00188
DEV-000323,laptop,Windows 11 24H2,,fp_51f4da3a2c24d14199bcfe762dd52b924ad25475,2016-11-03,CUS-00188
DEV-000324,phone,iOS 19.4,353872867754299,fp_b5c9634ffa290615928e74cdf1dee363c06e31a5,2011-05-06,CUS-00189
DEV-000325,laptop,macOS 16.2,,fp_9d25ef7640404f9d02593d7d896bd91e5203baeb,2011-05-06,CUS-00189
DEV-000326,phone,Android 16,351055193754049,fp_1bd5f281e2931f62ecc536b54f49fe3ba3ecc0b6,2018-09-23,CUS-00190
DEV-000327,laptop,macOS 16.2,,fp_d785fcac8698a6f7f185856ea202a4e33e14e536,2018-09-23,CUS-00190
DEV-000328,phone,Android 16,355837579582416,fp_e8ec1cbe214bbb3292dbb374c0008537332eb5d7,2023-04-18,CUS-00191
DEV-000329,phone,Android 16,354943556410695,fp_32223aaee4c791fda22cec668df5ce17e0666764,2010-04-08,CUS-00192
DEV-000330,laptop,Windows 11 24H2,,fp_f59f51abccc7b20a7ffe0fa19cc52c6bc833dd1c,2010-04-08,CUS-00192
DEV-000331,phone,Android 16,359114919353333,fp_0942930269763f584bb4298cd8c5f4d4dc5531af,2021-08-10,CUS-00193
DEV-000332,laptop,macOS 16.2,,fp_41e8ccbfd89eadae926884042d4b9302ff104f90,2021-08-10,CUS-00193
DEV-000333,tablet,Android 16,,fp_33d1e0e7e548d010c4272042f71dacd244d2ae3a,2021-08-10,CUS-00193
DEV-000334,phone,iOS 19.4,358562577669258,fp_92d8206b4a97659351b070e34a313e3f8f85ead5,2022-10-11,CUS-00194
DEV-000335,phone,Android 16,356128689889330,fp_b434b8757b990cf572492643d858514c3865b5d3,2017-07-13,CUS-00195
DEV-000336,laptop,macOS 16.2,,fp_8b2b45256fcabe6a7bc13412a65638146537eaab,2017-07-13,CUS-00195
DEV-000337,phone,Android 16,357919962623971,fp_486a6fa2922da65386927bf4d43b95a9e230465e,2011-05-21,CUS-00196
DEV-000338,tablet,iPadOS 19.4,,fp_8ff5b9a6be1c6515ed6ba7f12089922303795066,2011-05-21,CUS-00196
DEV-000339,phone,iOS 19.4,353513450886877,fp_3bad1c5e8d6e55c4b3a0bdbfcd17180793c4b42c,2011-08-17,CUS-00197
DEV-000340,phone,iOS 19.4,359314526770928,fp_9d4b01eb11ab495d9a614a17c1425ec6f5751f19,2008-10-01,CUS-00198
DEV-000341,phone,iOS 19.4,357816037342742,fp_fc96eb2be543d1644a9ed031254ceca5da0d75f4,2009-05-02,CUS-00199
DEV-000342,laptop,Windows 11 24H2,,fp_87d7444dbf70e4a8f6c2434cfa96a256420e81c5,2009-05-02,CUS-00199
DEV-000343,tablet,Android 16,,fp_717f9acaa19490680fc56f0ac42b4a607c7c8cfe,2009-05-02,CUS-00199
DEV-000344,phone,Android 16,358443943146036,fp_9273576af0b27a6025abbebaa2f4f9d7f88635c0,2011-05-29,CUS-00200
DEV-000345,phone,Android 16,353250546951527,fp_fdc012d46872d92e5ef3a67632b3f3463df0a244,2016-04-17,CUS-00201
DEV-000346,laptop,macOS 16.2,,fp_d4ca6c19b0e8586d25d29244aee7165318635b2e,2016-04-17,CUS-00201
DEV-000347,phone,iOS 19.4,357521752223578,fp_449ea8c0807fc3c35abcae76ca2f1a11486f2fcf,2022-10-15,CUS-00202
DEV-000348,laptop,macOS 16.2,,fp_d7a2a34215f6948f6451343d7079393fb9d256bf,2022-10-15,CUS-00202
DEV-000349,phone,Android 16,352999332981827,fp_bceca46d2235dedd2b71d4ea93dbf3873a2415ef,2023-03-21,CUS-00203
DEV-000350,phone,iOS 19.4,356556405345753,fp_d93570de4f19919a7152875a9c3284c215ac5eb4,2010-07-07,CUS-00204
DEV-000351,laptop,macOS 16.2,,fp_dcf06d06f1e99e3aa79b3a92332c62221f8aae22,2010-07-07,CUS-00204
DEV-000352,phone,Android 16,354962701736154,fp_c521a277bd0b8546e0b54ae320742663197be941,2012-08-04,CUS-00205
DEV-000353,phone,iOS 19.4,354447209879896,fp_3d2d042cb451fe4bcfc0cface19668aa41edd1a3,2023-06-26,CUS-00206
DEV-000354,laptop,macOS 16.2,,fp_79da54d399687c46f69c6004cc8a3eef026f216d,2023-06-26,CUS-00206
DEV-000355,phone,Android 16,354740769897506,fp_b1efc340215f95babf447a459b62a4ffc2ec749e,2021-01-26,CUS-00207
DEV-000356,laptop,Windows 11 24H2,,fp_ce33b73c110559ef955a486c4febfa987ef092f7,2021-01-26,CUS-00207
DEV-000357,phone,Android 16,358441327364835,fp_5baccd30cb2781581f88905c2a0e9e328827f4c9,2021-06-13,CUS-00208
DEV-000358,laptop,Windows 11 24H2,,fp_135e61f52249ae05a5529a3370e007dc00ea15aa,2021-06-13,CUS-00208
DEV-000359,phone,Android 16,354693480101197,fp_136dc4814874c381958d77b9635d56456b581929,2021-05-06,CUS-00209
DEV-000360,phone,Android 16,352502091504286,fp_2a5d6342028ec6634337c9db444fb70405b50ce3,2010-07-20,CUS-00210
DEV-000361,laptop,macOS 16.2,,fp_836e9082f0a3a75a87586fe9db5d4dd10c3eded5,2010-07-20,CUS-00210
DEV-000362,phone,Android 16,354806282480541,fp_bc64fb508be4e62de8dec740524be926016845d1,2013-12-02,CUS-00211
DEV-000363,laptop,Windows 11 24H2,,fp_6b6c8c5c5c0318db4f1028ca62f7d667fb6f0ac9,2013-12-02,CUS-00211
DEV-000364,phone,iOS 19.4,352215592530503,fp_e02f59c707f92ca5e8e0ae2b770b6e7cc337ff5a,2026-06-28,CUS-00212
DEV-000365,phone,Android 16,352826132178862,fp_c30e40dcfc3eecfbe94db11a0ee8c026f95f2e8a,2012-09-03,CUS-00213
DEV-000366,laptop,Windows 11 24H2,,fp_5e0e31138071dd4fb733cc3ae4eabe5297e5700e,2012-09-03,CUS-00213
DEV-000367,phone,iOS 19.4,351996429534743,fp_0a889415841ff10340ce6fa87dc7026fdfb1daaf,2010-12-09,CUS-00214
DEV-000368,laptop,macOS 16.2,,fp_ebc3b3c12cc5dd82113ae589397bb343f6d1f796,2010-12-09,CUS-00214
DEV-000369,phone,Android 16,359242345040738,fp_d51cfb507063503f09c32f919fc978baa68da21f,2017-07-26,CUS-00215
DEV-000370,laptop,macOS 16.2,,fp_a7b0263ffc2dd1d541519061238454251e0d9417,2017-07-26,CUS-00215
DEV-000371,phone,Android 16,351573826637737,fp_78d6f29898c65c2a1edb4180d87d2e693913d59a,2021-02-21,CUS-00216
DEV-000372,laptop,Windows 11 24H2,,fp_cfb479cb6b472a9a8a2af2a98b61b34c012ef4aa,2021-02-21,CUS-00216
DEV-000373,phone,Android 16,359077574206839,fp_a1f171eee6daddf88eda08c429671e834b039a0f,2010-10-20,CUS-00217
DEV-000374,phone,Android 16,356223480220833,fp_e93a7277089a732b39a16c64e1efd671df3a3e52,2024-06-14,CUS-00218
DEV-000375,laptop,Windows 11 24H2,,fp_7c85eb069c54d7c4f00d025d5b9aa217a117a94d,2024-06-14,CUS-00218
DEV-000376,phone,iOS 19.4,359776234102652,fp_733d3f934fc29d6967aa7d3f815fc25de53bf09d,2013-08-01,CUS-00219
DEV-000377,laptop,Windows 11 24H2,,fp_19ec5bc49362601daf341943fe9ecf8a3ec689ed,2013-08-01,CUS-00219
DEV-000378,phone,Android 16,359580965400851,fp_edfc24caa329c27107d3d495d5ec81aa9d98d33e,2022-02-23,CUS-00220
DEV-000379,phone,Android 16,352254816209817,fp_2f4e71b27148b4cf3b77bba44045f8d30403db77,2025-02-05,CUS-00221
DEV-000380,phone,Android 16,356893988426439,fp_a504649c8f50ed1ef75096451764c1c093759e65,2026-06-16,CUS-00222
DEV-000381,laptop,macOS 16.2,,fp_2c99449a6c038674feff61b7931d9f9cabab6eb3,2026-06-16,CUS-00222
DEV-000382,phone,iOS 19.4,357078555472082,fp_93de83fbe03f9464ae079fbad354df0e9c2d7ca3,2011-10-20,CUS-00223
DEV-000383,phone,Android 16,357992076523177,fp_e6eacffa6b95a5c2490f30daaf22ecbd976117e1,2026-06-21,CUS-00224
DEV-000384,laptop,macOS 16.2,,fp_cd395c4f6c1e4a49c6462b98963b7f66f3291d74,2026-06-21,CUS-00224
DEV-000385,phone,iOS 19.4,358087687696941,fp_683def8a8faf4f9107313f15c443b21682080e34,2013-05-07,CUS-00225
DEV-000386,laptop,macOS 16.2,,fp_88ab92b3c4865f8839f48cb45c5a6b34f8c299c2,2013-05-07,CUS-00225
DEV-000387,phone,iOS 19.4,358590207181242,fp_e94e97b64ff582c529394c8734cfb8f4d77651fd,2025-07-28,CUS-00226
DEV-000388,phone,Android 16,357133470093434,fp_b263564d4d3db85d366ebbb952937b93890c4c68,2018-05-09,CUS-00227
DEV-000389,laptop,macOS 16.2,,fp_3e2c8e4eba76ce677c267ccf4ac54d3ba2a7cb05,2018-05-09,CUS-00227
DEV-000390,phone,iOS 19.4,359055200390721,fp_ca80b992dbe33bd3f10b29f98b3e03432bd469f9,2022-11-05,CUS-00228
DEV-000391,laptop,macOS 16.2,,fp_159225c49b4eb801ca2d006245b6ae6a52cc7022,2022-11-05,CUS-00228
DEV-000392,phone,iOS 19.4,358822309734954,fp_ab8970977d54f4562e4d392bfefac802ef3d903f,2021-11-12,CUS-00229
DEV-000393,laptop,macOS 16.2,,fp_eae9f263088ffb54d36288f2840a360202046c14,2021-11-12,CUS-00229
DEV-000394,phone,Android 16,355590039373426,fp_b7fe8d1e9771eb79d333ab88e2b83075922b71f2,2019-02-09,CUS-00230
DEV-000395,phone,Android 16,359025002337893,fp_df6ac8bd766d286269aa18095dbdc35df356fd07,2025-09-14,CUS-00231
DEV-000396,laptop,macOS 16.2,,fp_8fca9b1c4560a6e7587a61fc1f3e5dae06e8ff1a,2025-09-14,CUS-00231
DEV-000397,phone,iOS 19.4,356523994313851,fp_bf64e90ff9bf546cb6b9d348121b9a32da7de2ea,2016-12-21,CUS-00232
DEV-000398,laptop,Windows 11 24H2,,fp_001914d54d3190c1c1032a4951c229943c65d8f3,2016-12-21,CUS-00232
DEV-000399,phone,iOS 19.4,356175146353574,fp_276e8fda347201581747a60498f1823fc50fbd6b,2022-08-05,CUS-00233
DEV-000400,phone,iOS 19.4,358437585683389,fp_f6d61211e2ea207c6007d776ddf4e9df0cbe12b3,2026-06-23,CUS-00234
DEV-000401,laptop,macOS 16.2,,fp_03f49795e869fa16b2b0eeb8780f99f0414a3d5d,2026-06-23,CUS-00234
DEV-000402,phone,iOS 19.4,353747576363084,fp_94e45826e8db91adbfa5d94ba890d8a08573177c,2017-09-27,CUS-00235
DEV-000403,laptop,macOS 16.2,,fp_da27acafc8366a4cab1cb098a03bf5f8510d5d3a,2017-09-27,CUS-00235
DEV-000404,phone,iOS 19.4,357669523189658,fp_d39981113bb08ffdbef32347415594b9ff94fbd6,2022-08-01,CUS-00236
DEV-000405,laptop,Windows 11 24H2,,fp_c7d354703808aa360bcc01298d77e4efa9e1ede4,2022-08-01,CUS-00236
DEV-000406,phone,iOS 19.4,351985382410756,fp_f7b2b5be325c3e5ce3f71df287a5567df396ce2c,2025-04-22,CUS-00237
DEV-000407,phone,iOS 19.4,356815772989131,fp_43c4578ced0c3f3aa9534252bae2c085ead05d97,2020-07-19,CUS-00238
DEV-000408,laptop,Windows 11 24H2,,fp_aba148ed331402bef120f6913053e5cc59c27e7c,2020-07-19,CUS-00238
DEV-000409,phone,Android 16,355718253754134,fp_a4c309421bdbac9089e61b26a0a25e56bfe8cf6f,2008-05-17,CUS-00239
DEV-000410,phone,Android 16,357615613089201,fp_abcdfda01d89df50e6eb3056a839786cca961ef3,2014-09-09,CUS-00240
DEV-000411,laptop,macOS 16.2,,fp_63f045112f8fd98c124d17933bd05142628618c1,2014-09-09,CUS-00240
DEV-000412,phone,Android 16,357615693390012,fp_94e65e285e14c098581c91472b9665f181230c9e,2023-09-28,CUS-00241
DEV-000413,laptop,macOS 16.2,,fp_f8a91193a60db40899c373a6c03ed18bbe5c2acb,2023-09-28,CUS-00241
DEV-000414,phone,iOS 19.4,351640356345845,fp_5893bc03df4f3eae12e20040a392679aab77c5de,2014-03-27,CUS-00242
DEV-000415,laptop,Windows 11 24H2,,fp_2cc6dba43413ef95ee0fa50d5a88cc7842c1a356,2014-03-27,CUS-00242
DEV-000416,phone,Android 16,359981192720656,fp_17db79b9902904738249ee7614b9ffb8dc411ffe,2017-06-12,CUS-00243
DEV-000417,laptop,macOS 16.2,,fp_7a09f3fee052396a5136a7008e5282cc206f317f,2017-06-12,CUS-00243
DEV-000418,phone,Android 16,352209108760672,fp_8eb6139059f36982d4009f14f6adc91fceac3334,2021-12-22,CUS-00244
DEV-000419,laptop,Windows 11 24H2,,fp_d43ff629017a1adfb9622e4baa04731ad2f91db5,2021-12-22,CUS-00244
DEV-000420,phone,iOS 19.4,355519354426837,fp_5d757a77639b3f1959901fd72e615825398f94c0,2018-03-28,CUS-00245
