account_id,primary_customer_id,product,regime,opened_at,status,credit_limit,apr,statement_cycle_day,payment_behavior,autopay,first_deposit_date
ACC-CR-00179,CUS-00210,lanternfield_visa_signature_credit,REG_Z,2010-07-20,open,10000,19.99,7,partial,true,
ACC-CR-00180,CUS-00211,lanternfield_visa_signature_credit,REG_Z,2013-12-02,open,5000,22.49,24,partial,false,
ACC-DDA-00042,CUS-00211,lanternfield_visa_debit_checking,REG_E,2013-12-02,open,,,28,,,2013-12-03
ACC-CR-00181,CUS-00212,lanternfield_visa_signature_credit,REG_Z,2026-06-28,open,1500,24.99,18,pay_in_full,true,
ACC-CR-00182,CUS-00213,lanternfield_visa_signature_credit,REG_Z,2012-09-03,open,15000,19.99,24,partial,false,
ACC-CR-00183,CUS-00214,lanternfield_visa_signature_credit,REG_Z,2010-12-09,open,10000,24.99,23,pay_in_full,false,
ACC-CR-00184,CUS-00215,lanternfield_visa_signature_credit,REG_Z,2017-07-26,open,3000,29.49,13,pay_in_full,true,
ACC-CR-00185,CUS-00216,lanternfield_visa_signature_credit,REG_Z,2021-02-21,open,10000,27.24,20,minimum,false,
ACC-DDA-00043,CUS-00216,lanternfield_visa_debit_checking,REG_E,2021-02-21,open,,,28,,,2021-02-23
ACC-DDA-00044,CUS-00217,lanternfield_visa_debit_checking,REG_E,2010-10-20,open,,,28,,,2010-10-25
ACC-CR-00186,CUS-00218,lanternfield_visa_signature_credit,REG_Z,2024-06-14,open,5000,29.49,5,partial,true,
ACC-DDA-00045,CUS-00218,lanternfield_visa_debit_checking,REG_E,2024-06-14,open,,,28,,,2024-06-18
ACC-CR-00187,CUS-00219,lanternfield_visa_signature_credit,REG_Z,2013-08-01,open,25000,24.99,13,partial,true,
ACC-CR-00188,CUS-00220,lanternfield_visa_signature_credit,REG_Z,2022-02-23,open,10000,27.24,2,pay_in_full,true,
ACC-CR-00189,CUS-00221,lanternfield_visa_signature_credit,REG_Z,2025-02-05,open,1500,22.49,6,partial,false,
ACC-DDA-00046,CUS-00221,lanternfield_visa_debit_checking,REG_E,2025-02-05,open,,,28,,,2025-02-10
ACC-CR-00190,CUS-00222,lanternfield_visa_signature_credit,REG_Z,2026-06-16,open,25000,22.49,23,pay_in_full,true,
ACC-DDA-00047,CUS-00223,lanternfield_visa_debit_checking,REG_E,2011-10-20,open,,,28,,,2011-10-23
ACC-CR-00191,CUS-00224,lanternfield_visa_signature_credit,REG_Z,2026-06-21,open,5000,29.49,19,pay_in_full,true,
ACC-CR-00192,CUS-00225,lanternfield_visa_signature_credit,REG_Z,2013-05-07,open,3000,27.24,10,pay_in_full,false,
ACC-CR-00193,CUS-00226,lanternfield_visa_signature_credit,REG_Z,2025-07-28,open,5000,22.49,1,minimum,true,
ACC-CR-00194,CUS-00227,lanternfield_visa_signature_credit,REG_Z,2018-05-09,open,15000,24.99,17,partial,false,
ACC-CR-00195,CUS-00228,lanternfield_visa_signature_credit,REG_Z,2022-11-05,open,1500,29.49,8,pay_in_full,false,
ACC-CR-00196,CUS-00229,lanternfield_visa_signature_credit,REG_Z,2021-11-12,open,10000,27.24,6,partial,false,
ACC-CR-00197,CUS-00230,lanternfield_visa_signature_credit,REG_Z,2019-02-09,open,1500,27.24,25,partial,false,
ACC-CR-00198,CUS-00231,lanternfield_visa_signature_credit,REG_Z,2025-09-14,open,1500,24.99,26,partial,false,
ACC-CR-00199,CUS-00232,lanternfield_visa_signature_credit,REG_Z,2016-12-21,open,7500,22.49,12,pay_in_full,true,
ACC-DDA-00048,CUS-00232,lanternfield_visa_debit_checking,REG_E,2016-12-21,open,,,28,,,2016-12-23
ACC-CR-00200,CUS-00233,lanternfield_visa_signature_credit,REG_Z,2022-08-05,open,1500,19.99,4,partial,false,
ACC-DDA-00049,CUS-00233,lanternfield_visa_debit_checking,REG_E,2022-08-05,open,,,28,,,2022-08-09
ACC-CR-00201,CUS-00234,lanternfield_visa_signature_credit,REG_Z,2026-06-23,open,25000,22.49,17,partial,true,
ACC-CR-00202,CUS-00235,lanternfield_visa_signature_credit,REG_Z,2017-09-27,open,25000,24.99,7,partial,false,
ACC-CR-00203,CUS-00236,lanternfield_visa_signature_credit,REG_Z,2022-08-01,open,10000,19.99,21,partial,true,
ACC-CR-00204,CUS-00237,lanternfield_visa_signature_credit,REG_Z,2025-04-22,open,3000,19.99,15,pay_in_full,false,
ACC-CR-00205,CUS-00238,lanternfield_visa_signature_credit,REG_Z,2020-07-19,open,7500,22.49,22,pay_in_full,false,
ACC-DDA-00050,CUS-00239,lanternfield_visa_debit_checking,REG_E,2008-05-17,open,,,28,,,2008-05-19
ACC-DDA-00051,CUS-00240,lanternfield_visa_debit_checking,REG_E,2014-09-09,open,,,28,,,2014-09-12
ACC-DDA-00052,CUS-00241,lanternfield_visa_debit_checking,REG_E,2023-09-28,open,,,28,,,2023-10-03
ACC-DDA-00053,CUS-00242,lanternfield_visa_debit_checking,REG_E,2014-03-27,open,,,28,,,2014-03-29
ACC-CR-00206,CUS-00243,lanternfield_visa_signature_credit,REG_Z,2017-06-12,open,10000,27.24,18,partial,true,
ACC-CR-00207,CUS-00244,lanternfield_visa_signature_credit,REG_Z,2021-12-22,open,25000,19.99,3,pay_in_full,false,
ACC-CR-00208,CUS-00245,lanternfield_visa_signature_credit,REG_Z,2018-03-28,open,25000,27.24,24,partial,false,
ACC-CR-00209,CUS-00246,lanternfield_visa_signature_credit,REG_Z,2013-11-02,open,3000,22.49,10,partial,true,
ACC-DDA-00054,CUS-00246,lanternfield_visa_debit_checking,REG_E,2013-11-02,open,,,28,,,2013-11-03
ACC-CR-00210,CUS-00247,lanternfield_visa_signature_credit,REG_Z,2017-10-08,open,10000,19.99,14,pay_in_full,false,
ACC-CR-00211,CUS-00248,lanternfield_visa_signature_credit,REG_Z,2018-02-14,open,5000,19.99,15,partial,true,
ACC-CR-00212,CUS-00250,lanternfield_visa_signature_credit,REG_Z,2022-10-08,open,5000,24.99,24,pay_in_full,true,
ACC-CR-00213,CUS-00251,lanternfield_visa_signature_credit,REG_Z,2026-06-01,open,10000,27.24,10,pay_in_full,true,
ACC-CR-00214,CUS-00252,lanternfield_visa_signature_credit,REG_Z,2023-02-13,open,1500,27.24,28,partial,false,
ACC-CR-00215,CUS-00253,lanternfield_visa_signature_credit,REG_Z,2017-12-02,open,25000,29.49,26,pay_in_full,false,
ACC-CR-00216,CUS-00254,lanternfield_visa_signature_credit,REG_Z,2025-06-07,open,1500,19.99,11,pay_in_full,true,
ACC-CR-00217,CUS-00255,lanternfield_visa_signature_credit,REG_Z,2016-05-15,open,10000,22.49,7,partial,true,
ACC-CR-00218,CUS-00256,lanternfield_visa_signature_credit,REG_Z,2011-10-02,open,7500,29.49,13,partial,false,
ACC-CR-00219,CUS-00257,lanternfield_visa_signature_credit,REG_Z,2020-12-11,open,7500,24.99,27,partial,true,
ACC-CR-00220,CUS-00258,lanternfield_visa_signature_credit,REG_Z,2012-04-13,open,10000,27.24,11,pay_in_full,true,
ACC-CR-00221,CUS-00259,lanternfield_visa_signature_credit,REG_Z,2022-04-09,open,15000,27.24,18,pay_in_full,true,
ACC-CR-00222,CUS-00260,lanternfield_visa_signature_credit,REG_Z,2026-06-08,open,25000,29.49,4,pay_in_full,false,
ACC-CR-00223,CUS-00261,lanternfield_visa_signature_credit,REG_Z,2026-06-16,open,10000,19.99,22,pay_in_full,false,
ACC-CR-00224,CUS-00262,lanternfield_visa_signature_credit,REG_Z,2017-07-20,open,15000,19.99,24,partial,true,
ACC-CR-00225,CUS-00263,lanternfield_visa_signature_credit,REG_Z,2012-08-17,open,3000,22.49,4,partial,true,
ACC-CR-00226,CUS-00264,lanternfield_visa_signature_credit,REG_Z,2018-02-14,open,5000,27.24,16,minimum,false,
ACC-CR-00227,CUS-00266,lanternfield_visa_signature_credit,REG_Z,2022-06-10,open,25000,27.24,9,pay_in_full,false,
ACC-CR-00228,CUS-00267,lanternfield_visa_signature_credit,REG_Z,2019-01-18,open,25000,27.24,21,pay_in_full,true,
ACC-CR-00229,CUS-00268,lanternfield_visa_signature_credit,REG_Z,2023-03-17,open,10000,29.49,8,pay_in_full,true,
ACC-CR-00230,CUS-00269,lanternfield_visa_signature_credit,REG_Z,2008-05-03,open,10000,24.99,1,pay_in_full,false,
ACC-CR-00231,CUS-00270,lanternfield_visa_signature_credit,REG_Z,2009-01-21,open,5000,24.99,20,minimum,false,
ACC-CR-00232,CUS-00271,lanternfield_visa_signature_credit,REG_Z,2020-01-24,open,25000,27.24,18,pay_in_full,false,
ACC-CR-00233,CUS-00273,lanternfield_visa_signature_credit,REG_Z,2012-01-13,open,5000,22.49,14,pay_in_full,true,
ACC-CR-00234,CUS-00274,lanternfield_visa_signature_credit,REG_Z,2014-06-12,open,7500,19.99,6,pay_in_full,true,
ACC-CR-00235,CUS-00275,lanternfield_visa_signature_credit,REG_Z,2026-06-09,open,10000,22.49,25,pay_in_full,true,
ACC-DDA-00055,CUS-00275,lanternfield_visa_debit_checking,REG_E,2026-06-09,open,,,28,,,2026-06-14
ACC-DDA-00056,CUS-00276,lanternfield_visa_debit_checking,REG_E,2025-05-20,open,,,28,,,2025-05-23
ACC-CR-00236,CUS-00277,lanternfield_visa_signature_credit,REG_Z,2013-07-04,open,3000,19.99,26,pay_in_full,false,
ACC-CR-00237,CUS-00278,lanternfield_visa_signature_credit,REG_Z,2011-01-14,open,3000,19.99,12,pay_in_full,false,
ACC-DDA-00057,CUS-00278,lanternfield_visa_debit_checking,REG_E,2011-01-14,open,,,28,,,2011-01-18
ACC-CR-00238,CUS-00279,lanternfield_visa_signature_credit,REG_Z,2021-10-07,open,5000,29.49,18,pay_in_full,false,
ACC-CR-00239,CUS-00280,lanternfield_visa_signature_credit,REG_Z,2026-06-23,open,10000,29.49,26,minimum,false,
ACC-CR-00240,CUS-00281,lanternfield_visa_signature_credit,REG_Z,2021-10-06,open,15000,19.99,24,pay_in_full,false,
ACC-DDA-00058,CUS-00281,lanternfield_visa_debit_checking,REG_E,2021-10-06,open,,,28,,,2021-10-10
ACC-CR-00241,CUS-00282,lanternfield_visa_signature_credit,REG_Z,2015-03-07,open,7500,29.49,28,minimum,false,
ACC-CR-00242,CUS-00283,lanternfield_visa_signature_credit,REG_Z,2025-04-07,open,15000,24.99,3,pay_in_full,true,
ACC-CR-00243,CUS-00284,lanternfield_visa_signature_credit,REG_Z,2013-04-01,open,25000,27.24,25,partial,true,
ACC-CR-00244,CUS-00285,lanternfield_visa_signature_credit,REG_Z,2018-04-18,open,1500,29.49,15,pay_in_full,true,
ACC-DDA-00059,CUS-00285,lanternfield_visa_debit_checking,REG_E,2018-04-18,open,,,28,,,2018-04-20
ACC-CR-00245,CUS-00286,lanternfield_visa_signature_credit,REG_Z,2021-07-23,open,15000,27.24,28,pay_in_full,false,
ACC-CR-00246,CUS-00287,lanternfield_visa_signature_credit,REG_Z,2019-07-02,open,7500,19.99,4,pay_in_full,false,
ACC-CR-00247,CUS-00288,lanternfield_visa_signature_credit,REG_Z,2025-02-03,open,15000,24.99,5,partial,true,
ACC-CR-00248,CUS-00290,lanternfield_visa_signature_credit,REG_Z,2016-01-08,open,1500,29.49,22,pay_in_full,false,
ACC-CR-00249,CUS-00291,lanternfield_visa_signature_credit,REG_Z,2013-05-11,open,3000,19.99,23,partial,false,
ACC-DDA-00060,CUS-00291,lanternfield_visa_debit_checking,REG_E,2013-05-11,open,,,28,,,2013-05-16
ACC-CR-00250,CUS-00292,lanternfield_visa_signature_credit,REG_Z,2017-10-22,open,3000,24.99,14,pay_in_full,false,
ACC-CR-00251,CUS-00293,lanternfield_visa_signature_credit,REG_Z,2012-01-21,open,1500,24.99,14,minimum,false,
ACC-CR-00252,CUS-00294,lanternfield_visa_signature_credit,REG_Z,2018-08-26,open,3000,29.49,7,pay_in_full,true,
ACC-CR-00253,CUS-00295,lanternfield_visa_signature_credit,REG_Z,2011-02-01,open,3000,24.99,4,pay_in_full,true,
ACC-CR-00254,CUS-00296,lanternfield_visa_signature_credit,REG_Z,2025-08-05,open,7500,29.49,8,minimum,false,
ACC-CR-00255,CUS-00298,lanternfield_visa_signature_credit,REG_Z,2024-04-20,open,10000,19.99,2,partial,true,
ACC-CR-00256,CUS-00299,lanternfield_visa_signature_credit,REG_Z,2019-12-07,open,1500,22.49,21,partial,true,
ACC-DDA-00061,CUS-00299,lanternfield_visa_debit_checking,REG_E,2019-12-07,open,,,28,,,2019-12-09
ACC-CR-00257,CUS-00300,lanternfield_visa_signature_credit,REG_Z,2009-05-23,open,7500,29.49,7,minimum,false,
ACC-DDA-00062,CUS-00300,lanternfield_visa_debit_checking,REG_E,2009-05-23,open,,,28,,,2009-05-24
ACC-CR-00258,CUS-00301,lanternfield_visa_signature_credit,REG_Z,2013-01-03,open,1500,22.49,8,partial,false,
ACC-CR-00259,CUS-00302,lanternfield_visa_signature_credit,REG_Z,2015-04-01,open,15000,27.24,28,partial,true,
ACC-CR-00260,CUS-00303,lanternfield_visa_signature_credit,REG_Z,2015-06-23,open,10000,29.49,25,partial,true,
ACC-DDA-00063,CUS-00303,lanternfield_visa_debit_checking,REG_E,2015-06-23,open,,,28,,,2015-06-27
ACC-CR-00261,CUS-00304,lanternfield_visa_signature_credit,REG_Z,2024-06-17,open,7500,22.49,22,pay_in_full,true,
ACC-CR-00262,CUS-00306,lanternfield_visa_signature_credit,REG_Z,2013-04-25,open,10000,27.24,25,pay_in_full,true,
ACC-DDA-00064,CUS-00306,lanternfield_visa_debit_checking,REG_E,2013-04-25,open,,,28,,,2013-04-28
ACC-CR-00263,CUS-00307,lanternfield_visa_signature_credit,REG_Z,2008-08-17,open,3000,19.99,6,pay_in_full,false,
ACC-CR-00264,CUS-00308,lanternfield_visa_signature_credit,REG_Z,2010-11-18,open,10000,19.99,20,pay_in_full,false,
ACC-CR-00265,CUS-00309,lanternfield_visa_signature_credit,REG_Z,2009-08-25,open,25000,27.24,20,pay_in_full,true,
ACC-DDA-00065,CUS-00309,lanternfield_visa_debit_checking,REG_E,2009-08-25,open,,,28,,,2009-08-27
ACC-CR-00266,CUS-00310,lanternfield_visa_signature_credit,REG_Z,2013-08-23,open,25000,22.49,8,pay_in_full,true,
ACC-CR-00267,CUS-00311,lanternfield_visa_signature_credit,REG_Z,2024-01-11,open,25000,27.24,22,pay_in_full,true,
ACC-CR-00268,CUS-00312,lanternfield_visa_signature_credit,REG_Z,2024-02-21,open,10000,19.99,12,minimum,false,
ACC-DDA-00066,CUS-00313,lanternfield_visa_debit_checking,REG_E,2010-03-22,open,,,28,,,2010-03-24
ACC-CR-00269,CUS-00314,lanternfield_visa_signature_credit,REG_Z,2008-02-12,open,25000,19.99,10,pay_in_full,true,
ACC-CR-00270,CUS-00315,lanternfield_visa_signature_credit,REG_Z,2024-05-25,open,15000,22.49,26,pay_in_full,false,
ACC-DDA-00067,CUS-00316,lanternfield_visa_debit_checking,REG_E,2024-12-11,open,,,28,,,2024-12-16
ACC-CR-00271,CUS-00317,lanternfield_visa_signature_credit,REG_Z,2018-10-16,open,5000,24.99,22,pay_in_full,false,
ACC-DDA-00068,CUS-00317,lanternfield_visa_debit_checking,REG_E,2018-10-16,open,,,28,,,2018-10-19
ACC-DDA-00069,CUS-00318,lanternfield_visa_debit_checking,REG_E,2021-07-01,open,,,28,,,2021-07-06
ACC-DDA-00070,CUS-00319,lanternfield_visa_debit_checking,REG_E,2022-12-06,open,,,28,,,2022-12-09
ACC-CR-00272,CUS-00320,lanternfield_visa_signature_credit,REG_Z,2018-04-23,open,10000,24.99,17,pay_in_full,false,
ACC-CR-00273,CUS-00321,lanternfield_visa_signature_credit,REG_Z,2024-10-22,open,1500,29.49,8,pay_in_full,false,
ACC-DDA-00071,CUS-00322,lanternfield_visa_debit_checking,REG_E,2015-05-26,open,,,28,,,2015-05-29
ACC-CR-00274,CUS-00323,lanternfield_visa_signature_credit,REG_Z,2023-08-24,open,15000,27.24,8,pay_in_full,false,
ACC-DDA-00072,CUS-00323,lanternfield_visa_debit_checking,REG_E,2023-08-24,open,,,28,,,2023-08-25
ACC-CR-00275,CUS-00324,lanternfield_visa_signature_credit,REG_Z,2010-11-22,open,3000,24.99,8,pay_in_full,false,
ACC-CR-00276,CUS-00325,lanternfield_visa_signature_credit,REG_Z,2013-03-13,open,10000,19.99,13,partial,false,
ACC-CR-00277,CUS-00326,lanternfield_visa_signature_credit,REG_Z,2011-11-09,open,10000,22.49,20,partial,true,
ACC-CR-00278,CUS-00327,lanternfield_visa_signature_credit,REG_Z,2014-12-07,open,7500,22.49,14,partial,true,
ACC-CR-00279,CUS-00328,lanternfield_visa_signature_credit,REG_Z,2011-11-09,open,10000,27.24,4,partial,false,
ACC-CR-00280,CUS-00329,lanternfield_visa_signature_credit,REG_Z,2023-07-08,open,3000,29.49,22,partial,true,
ACC-CR-00281,CUS-00330,lanternfield_visa_signature_credit,REG_Z,2019-06-24,open,5000,24.99,25,partial,false,
ACC-CR-00282,CUS-00331,lanternfield_visa_signature_credit,REG_Z,2019-08-09,open,5000,27.24,13,pay_in_full,false,
ACC-CR-00283,CUS-00332,lanternfield_visa_signature_credit,REG_Z,2023-07-10,open,15000,24.99,16,pay_in_full,false,
ACC-CR-00284,CUS-00333,lanternfield_visa_signature_credit,REG_Z,2015-06-01,open,1500,27.24,11,partial,false,
ACC-CR-00285,CUS-00334,lanternfield_visa_signature_credit,REG_Z,2024-12-08,open,1500,27.24,3,pay_in_full,true,
ACC-DDA-00073,CUS-00335,lanternfield_visa_debit_checking,REG_E,2017-09-16,open,,,28,,,2017-09-17
ACC-CR-00286,CUS-00336,lanternfield_visa_signature_credit,REG_Z,2022-05-27,open,10000,24.99,10,pay_in_full,true,
ACC-CR-00287,CUS-00337,lanternfield_visa_signature_credit,REG_Z,2009-04-24,open,3000,22.49,6,partial,true,
ACC-CR-00288,CUS-00338,lanternfield_visa_signature_credit,REG_Z,2012-07-07,open,3000,22.49,1,pay_in_full,false,
ACC-DDA-00074,CUS-00338,lanternfield_visa_debit_checking,REG_E,2012-07-07,open,,,28,,,2012-07-10
ACC-CR-00289,CUS-00339,lanternfield_visa_signature_credit,REG_Z,2014-10-03,open,25000,19.99,6,pay_in_full,true,
ACC-DDA-00075,CUS-00340,lanternfield_visa_debit_checking,REG_E,2024-02-17,open,,,28,,,2024-02-19
ACC-CR-00290,CUS-00341,lanternfield_visa_signature_credit,REG_Z,2018-09-26,open,5000,19.99,25,pay_in_full,true,
ACC-CR-00291,CUS-00342,lanternfield_visa_signature_credit,REG_Z,2014-04-04,open,5000,19.99,1,partial,false,
ACC-CR-00292,CUS-00343,lanternfield_visa_signature_credit,REG_Z,2025-07-18,open,15000,27.24,28,pay_in_full,true,
ACC-CR-00293,CUS-00344,lanternfield_visa_signature_credit,REG_Z,2021-10-22,open,1500,29.49,20,pay_in_full,false,
ACC-CR-00294,CUS-00345,lanternfield_visa_signature_credit,REG_Z,2026-06-11,open,10000,24.99,3,pay_in_full,true,
ACC-DDA-00076,CUS-00345,lanternfield_visa_debit_checking,REG_E,2026-06-11,open,,,28,,,2026-06-13
ACC-CR-00295,CUS-00346,lanternfield_visa_signature_credit,REG_Z,2013-03-02,open,5000,29.49,16,pay_in_full,false,
ACC-CR-00296,CUS-00347,lanternfield_visa_signature_credit,REG_Z,2025-12-23,open,3000,24.99,15,pay_in_full,true,
ACC-DDA-00077,CUS-00347,lanternfield_visa_debit_checking,REG_E,2025-12-23,open,,,28,,,2025-12-25
ACC-CR-00297,CUS-00348,lanternfield_visa_signature_credit,REG_Z,2011-01-01,open,3000,27.24,28,pay_in_full,false,
ACC-CR-00298,CUS-00349,lanternfield_visa_signature_credit,REG_Z,2012-07-07,open,5000,19.99,9,pay_in_full,true,
ACC-DDA-00078,CUS-00349,lanternfield_visa_debit_checking,REG_E,2012-07-07,open,,,28,,,2012-07-09
ACC-CR-00299,CUS-00350,lanternfield_visa_signature_credit,REG_Z,2024-05-25,open,10000,22.49,4,partial,true,
ACC-DDA-00079,CUS-00350,lanternfield_visa_debit_checking,REG_E,2024-05-25,open,,,28,,,2024-05-28
ACC-CR-00300,CUS-00351,lanternfield_visa_signature_credit,REG_Z,2022-12-06,open,10000,19.99,11,pay_in_full,true,
ACC-CR-00301,CUS-00353,lanternfield_visa_signature_credit,REG_Z,2011-09-28,open,1500,24.99,27,partial,false,
ACC-CR-00302,CUS-00354,lanternfield_visa_signature_credit,REG_Z,2022-07-12,open,7500,19.99,21,pay_in_full,true,
ACC-CR-00303,CUS-00356,lanternfield_visa_signature_credit,REG_Z,2011-10-06,open,1500,27.24,11,minimum,false,
ACC-CR-00304,CUS-00357,lanternfield_visa_signature_credit,REG_Z,2024-02-13,open,10000,22.49,24,pay_in_full,true,
ACC-CR-90001,CUS-90001,lanternfield_visa_signature_credit,REG_Z,2019-03-11,open,25000,24.99,25,pay_in_full,false,
ACC-CR-90002,CUS-90002,lanternfield_visa_signature_credit,REG_Z,2016-05-02,open,7500,29.49,9,pay_in_full,true,
ACC-CR-90003,CUS-90003,lanternfield_visa_signature_credit,REG_Z,2014-08-19,open,7500,22.49,3,pay_in_full,false,
ACC-CR-90004,CUS-90004,lanternfield_visa_signature_credit,REG_Z,2012-02-10,open,1500,19.99,15,pay_in_full,true,
ACC-CR-90005,CUS-90005,lanternfield_visa_signature_credit,REG_Z,2015-10-01,open,1500,19.99,12,pay_in_full,true,
ACC-CR-90006,CUS-90006,lanternfield_visa_signature_credit,REG_Z,2020-02-14,open,15000,29.49,12,pay_in_full,false,
ACC-CR-90007,CUS-90007,lanternfield_visa_signature_credit,REG_Z,2011-06-30,open,15000,29.49,20,pay_in_full,false,
ACC-DDA-90008,CUS-90008,lanternfield_visa_debit_checking,REG_E,2026-09-24,open,,,28,,,2026-09-28
ACC-CR-90009,CUS-90009,lanternfield_visa_signature_credit,REG_Z,2021-04-07,open,5000,22.49,6,pay_in_full,false,
ACC-CR-90010,CUS-90010,lanternfield_visa_signature_credit,REG_Z,2013-09-01,open,3000,22.49,18,pay_in_full,true,
ACC-CR-90012,CUS-90012,lanternfield_visa_signature_credit,REG_Z,2017-05-22,open,10000,19.99,21,pay_in_full,false,
ACC-CR-90013,CUS-90013,lanternfield_visa_signature_credit,REG_Z,2026-03-10,open,3000,22.49,8,minimum,false,
ACC-CR-90014,CUS-90014,lanternfield_visa_signature_credit,REG_Z,2026-04-02,open,3000,29.49,8,minimum,true,
ACC-CR-90015,CUS-90015,lanternfield_visa_signature_credit,REG_Z,2026-04-20,open,3000,24.99,8,minimum,false,
ACC-CR-90016,CUS-90016,lanternfield_visa_signature_credit,REG_Z,2026-05-11,open,3000,24.99,8,minimum,false,
ACC-CR-90017,CUS-90017,lanternfield_visa_signature_credit,REG_Z,2014-07-15,open,7500,19.99,16,pay_in_full,true,
ACC-CR-90018,CUS-90018,lanternfield_visa_signature_credit,REG_Z,2018-01-08,open,7500,24.99,4,pay_in_full,true,
ACC-CR-90019,CUS-90019,lanternfield_visa_signature_credit,REG_Z,2010-03-03,open,25000,27.24,27,pay_in_full,true,
ACC-CR-90020,CUS-90020,lanternfield_visa_signature_credit,REG_Z,2018-09-09,open,7500,22.49,5,partial,true,
ACC-CR-90021,CUS-90021,lanternfield_visa_signature_credit,REG_Z,2019-12-01,open,5000,19.99,23,pay_in_full,false,
ACC-CR-90022,CUS-90022,lanternfield_visa_signature_credit,REG_Z,2009-05-05,open,25000,22.49,20,pay_in_full,false,
ACC-DDA-90023,CUS-90023,lanternfield_visa_debit_checking,REG_E,2017-04-04,open,,,28,,,2017-04-09
ACC-CR-90024,CUS-90024,lanternfield_visa_signature_credit,REG_Z,2016-11-11,open,1500,19.99,2,pay_in_full,true,
