address_id,line1,line2,city,state,postal_code,country,lat,lon,address_type
ADR-000285,4814 Bramblewood St,,Pittsburgh,PA,15250,US,40.436,-80.03912,residential
ADR-000286,926 Saffron Hill Rd,,Pittsburgh,PA,15283,US,40.42836,-79.99533,commercial
ADR-000287,4183 Vantage Point St,,Boston,MA,02122,US,42.34017,-71.00155,residential
ADR-000288,1528 Thistledown Dr,,Boston,MA,02178,US,42.41549,-71.00467,commercial
ADR-000289,1282 Rookwood Pl,Apt 9F,Boston,MA,02198,US,42.33052,-71.08521,residential
ADR-000290,849 Fennimore Rd,,Boston,MA,02181,US,42.41473,-71.0065,commercial
ADR-000291,901 Rookwood Pl,,Cleveland,OH,44169,US,41.48784,-81.72247,residential
ADR-000292,4532 Quarry Lake Ln,,Cleveland,OH,44160,US,41.50102,-81.64718,commercial
ADR-000293,3091 Wharfside Ct,,Cleveland,OH,44124,US,41.51652,-81.65063,residential
ADR-000294,2545 Yarrow Dr,,Cleveland,OH,44190,US,41.456,-81.6919,commercial
ADR-000295,884 Elmsworth Dr,,Denver,CO,80278,US,39.69206,-104.99592,residential
ADR-000296,3992 Zephyr Glen Dr,,Denver,CO,80268,US,39.7308,-105.04707,commercial
ADR-000297,1578 Marigold St,,Denver,CO,80226,US,39.69568,-104.96236,commercial
ADR-000298,1534 Juniper Hollow Ct,,Columbus,OH,43232,US,39.99219,-82.98901,residential
ADR-000299,766 Norwood Fen Ct,,Columbus,OH,43209,US,39.97624,-82.98456,commercial
ADR-000300,2166 Alder Crest Ln,Apt 2E,Pittsburgh,PA,15219,US,40.45133,-80.00222,residential
ADR-000301,3034 Pemberly St,,Pittsburgh,PA,15241,US,40.4322,-79.93687,commercial
ADR-000302,510 Glenhaven St,,Pittsburgh,PA,15239,US,40.38532,-80.04195,commercial
ADR-000303,1214 Willowmere Pl,,Columbus,OH,43235,US,39.91833,-83.04782,residential
ADR-000304,707 Carroll Bend St,,Columbus,OH,43219,US,39.95252,-82.9557,commercial
ADR-000305,2397 Larchmont Rise Blvd,,Boston,MA,02197,US,42.32789,-71.05995,residential
ADR-000306,802 Saffron Hill Ave,,Boston,MA,02193,US,42.3728,-71.06968,commercial
ADR-000307,2269 Kestrel Run Dr,,Boston,MA,02103,US,42.35334,-71.07336,commercial
ADR-000308,3425 Maple Ridge Dr,,Los Angeles,CA,90043,US,34.0758,-118.24333,residential
ADR-000309,872 Larchmont Rise Way,,Los Angeles,CA,90080,US,34.03916,-118.27001,commercial
ADR-000310,2156 Yarrow Ave,Apt 13F,Cleveland,OH,44162,US,41.47893,-81.68717,residential
ADR-000311,593 Fennimore Pl,,Cleveland,OH,44144,US,41.49488,-81.65371,commercial
ADR-000312,1324 Vantage Point St,Apt 11F,Pittsburgh,PA,15274,US,40.45265,-79.9381,residential
ADR-000313,1251 Stonebrook Ln,,Pittsburgh,PA,15268,US,40.42984,-79.97233,commercial
ADR-000314,1496 Larchmont Rise Pl,,Denver,CO,80277,US,39.76557,-105.04436,residential
ADR-000315,21 Quarry Lake Ave,,Denver,CO,80219,US,39.77266,-105.02826,commercial
ADR-000316,3637 Quarry Lake Ave,,Columbus,OH,43247,US,39.98126,-83.02487,residential
ADR-000317,2642 Umberfield Ct,,Columbus,OH,43264,US,39.91869,-82.98829,commercial
ADR-000318,3696 Rookwood Pl,,Columbus,OH,43274,US,39.97011,-83.00934,residential
ADR-000319,3412 Oriel Way,,Columbus,OH,43263,US,39.96585,-82.94823,commercial
ADR-000320,1372 Umberfield Pl,,Boston,MA,02182,US,42.31455,-71.09612,residential
ADR-000321,4318 Marigold Way,,Boston,MA,02151,US,42.34539,-71.10948,commercial
ADR-000322,3275 Juniper Hollow St,,Austin,TX,78789,US,30.30489,-97.7507,residential
ADR-000323,1345 Maple Ridge Blvd,,Austin,TX,78789,US,30.29819,-97.75139,commercial
ADR-000324,82 Juniper Hollow St,Apt 14E,Pittsburgh,PA,15223,US,40.44725,-79.99352,residential
ADR-000325,4828 Quarry Lake Ave,,Pittsburgh,PA,15297,US,40.38455,-79.94618,commercial
ADR-000326,4795 Vantage Point Ln,Apt 4C,Pittsburgh,PA,15297,US,40.49861,-80.02429,residential
ADR-000327,2548 Umberfield Ct,,Columbus,OH,43259,US,39.99465,-83.03123,residential
ADR-000328,1681 Thistledown Dr,,Columbus,OH,43275,US,39.92105,-83.02186,commercial
ADR-000329,91 Thistledown Dr,,Boston,MA,02186,US,42.34163,-71.04684,residential
ADR-000330,4164 Dovetail Ave,,Boston,MA,02139,US,42.36966,-71.10544,commercial
ADR-000331,4960 Ivybridge Ln,Apt 20D,Columbus,OH,43298,US,39.96805,-82.99087,residential
ADR-000332,4769 Zephyr Glen Ave,,Columbus,OH,43213,US,39.92303,-82.97151,commercial
ADR-000333,3488 Thistledown Dr,,Cleveland,OH,44195,US,41.54754,-81.75263,residential
ADR-000334,4612 Maple Ridge Way,,Cleveland,OH,44197,US,41.55069,-81.64843,commercial
ADR-000335,4098 Norwood Fen Ln,Apt 17A,Boston,MA,02180,US,42.34394,-71.05299,residential
ADR-000336,1659 Thistledown St,,Boston,MA,02193,US,42.30338,-71.06729,commercial
ADR-000337,4087 Rookwood Pl,,Denver,CO,80222,US,39.72013,-105.03189,residential
ADR-000338,861 Copperleaf St,,Seattle,WA,98156,US,47.6593,-122.35815,residential
ADR-000339,2400 Willowmere Blvd,,Seattle,WA,98145,US,47.58915,-122.37167,commercial
ADR-000340,2720 Norwood Fen Blvd,Apt 22C,Boston,MA,02119,US,42.32429,-71.07422,residential
ADR-000341,4701 Oriel Way,,Columbus,OH,43222,US,39.95527,-82.97657,residential
ADR-000342,4637 Copperleaf Ave,,Columbus,OH,43278,US,39.97855,-83.02238,commercial
ADR-000343,4858 Fennimore Way,,Los Angeles,CA,90015,US,34.01906,-118.28677,residential
ADR-000344,3403 Vantage Point Ln,,Los Angeles,CA,90086,US,34.00266,-118.27435,commercial
ADR-000345,1277 Dovetail Ave,,Los Angeles,CA,90005,US,34.0756,-118.3004,residential
ADR-000346,2549 Vantage Point Way,,Jersey City,NJ,07321,US,40.67933,-74.03716,residential
ADR-000347,4908 Brindle Blvd,Apt 23C,Columbus,OH,43211,US,39.9097,-82.96171,residential
ADR-000348,3543 Vantage Point St,,Columbus,OH,43256,US,39.96317,-82.94133,commercial
ADR-000349,3619 Willowmere St,,Seattle,WA,98147,US,47.58881,-122.33456,residential
ADR-000350,1791 Carroll Bend Ln,,Seattle,WA,98111,US,47.65315,-122.33668,commercial
ADR-000351,1120 Zephyr Glen Rd,Apt 13B,Boston,MA,02134,US,42.39504,-71.05436,residential
ADR-000352,1258 Kestrel Run Rd,Apt 20F,Jersey City,NJ,07370,US,40.67029,-74.0807,residential
ADR-000353,4304 Ivybridge Ct,,Los Angeles,CA,90031,US,34.02695,-118.25643,residential
ADR-000354,4463 Wharfside Ave,,Columbus,OH,43248,US,40.00898,-82.98862,residential
ADR-000355,4110 Elmsworth St,,Columbus,OH,43243,US,39.91646,-82.99243,commercial
ADR-000356,4683 Fennimore Dr,,Cleveland,OH,44110,US,41.46644,-81.6979,residential
ADR-000357,2743 Saffron Hill Rd,,Cleveland,OH,44149,US,41.52002,-81.74579,commercial
ADR-000358,2033 Harrowgate Blvd,,Jersey City,NJ,07338,US,40.66133,-74.05136,residential
ADR-000359,2836 Pemberly Ct,,Jersey City,NJ,07332,US,40.74338,-74.03274,commercial
ADR-000360,912 Oriel Rd,,Denver,CO,80218,US,39.73526,-105.02092,residential
ADR-000361,2660 Rookwood Ln,,Denver,CO,80258,US,39.7949,-104.98305,commercial
ADR-000362,547 Glenhaven Blvd,,Westerville,OH,43022,US,40.13492,-82.95804,residential
ADR-000363,897 Ivybridge Way,,Los Angeles,CA,90077,US,34.08385,-118.21855,residential
ADR-000364,1372 Umberfield Pl,,Los Angeles,CA,90048,US,34.03454,-118.24512,commercial
ADR-000365,1461 Oriel St,,Chicago,IL,60634,US,41.8262,-87.65072,residential
ADR-000366,3030 Wharfside Dr,,Chicago,IL,60681,US,41.92951,-87.58596,commercial
ADR-000367,1562 Yarrow Ct,Apt 7D,Seattle,WA,98126,US,47.60106,-122.29876,residential
ADR-000368,3013 Brindle Ave,Apt 2E,Jersey City,NJ,07372,US,40.7646,-73.98934,residential
ADR-000369,978 Ivybridge Ave,,Jersey City,NJ,07391,US,40.72638,-74.07337,commercial
ADR-000370,3796 Alder Crest Blvd,,Los Angeles,CA,90030,US,34.06359,-118.21724,residential
ADR-000371,4044 Quarry Lake St,,Los Angeles,CA,90006,US,34.11208,-118.25112,commercial
ADR-000372,1663 Stonebrook Ln,,Cleveland,OH,44126,US,41.4905,-81.65361,residential
ADR-000373,1410 Elmsworth Blvd,,Cleveland,OH,44130,US,41.50878,-81.65991,commercial
ADR-000374,1517 Norwood Fen Pl,Apt 24D,Jersey City,NJ,07380,US,40.69,-74.01138,residential
ADR-000375,4476 Quarry Lake Pl,,Jersey City,NJ,07377,US,40.70626,-73.99866,commercial
ADR-000376,1748 Pemberly Blvd,,Columbus,OH,43292,US,39.98559,-82.94299,residential
ADR-000377,3655 Vantage Point Pl,,Columbus,OH,43295,US,39.93588,-83.00617,commercial
ADR-000378,3593 Saffron Hill Blvd,,Chicago,IL,60685,US,41.85606,-87.64602,residential
ADR-000379,1031 Brindle Rd,,Seattle,WA,98105,US,47.6175,-122.35517,residential
ADR-000380,421 Rookwood Rd,,Seattle,WA,98190,US,47.62321,-122.37017,commercial
ADR-000381,4132 Wharfside St,Apt 24C,Westerville,OH,43096,US,40.07289,-82.93932,residential
ADR-000382,1730 Maple Ridge Rd,,Brooklyn,NY,11272,US,40.64072,-73.93328,residential
ADR-000383,4913 Glenhaven Blvd,,Brooklyn,NY,11222,US,40.67196,-73.93578,commercial
ADR-000384,2645 Bramblewood Blvd,,Seattle,WA,98138,US,47.63877,-122.33012,residential
ADR-000385,3009 Rookwood Rd,,Austin,TX,78744,US,30.22443,-97.79717,residential
ADR-000386,445 Norwood Fen Blvd,,Austin,TX,78745,US,30.30607,-97.77398,commercial
ADR-000387,4279 Stonebrook Ct,,Los Angeles,CA,90042,US,34.11053,-118.25856,residential
ADR-000388,2568 Norwood Fen Ct,Apt 19D,Brooklyn,NY,11260,US,40.69077,-73.91495,residential
ADR-000389,2707 Dovetail Rd,,Brooklyn,NY,11218,US,40.68028,-73.89806,commercial
ADR-000390,1118 Stonebrook Rd,,Brooklyn,NY,11242,US,40.65051,-73.89676,residential
ADR-000391,4128 Maple Ridge St,Apt 12F,Chicago,IL,60682,US,41.85071,-87.63513,residential
ADR-000392,2440 Elmsworth Ct,,Cleveland,OH,44160,US,41.51701,-81.67136,residential
ADR-000393,2073 Marigold Ave,,Cleveland,OH,44158,US,41.55604,-81.70578,commercial
ADR-000394,4304 Carroll Bend Blvd,,Cleveland,OH,44159,US,41.54038,-81.71405,residential
ADR-000395,4255 Umberfield St,,Los Angeles,CA,90018,US,34.06571,-118.25266,residential
ADR-000396,1886 Vantage Point Rd,Apt 4D,Pittsburgh,PA,15225,US,40.42051,-79.99638,residential
ADR-000397,4609 Marigold St,,Pittsburgh,PA,15291,US,40.40897,-80.00859,commercial
ADR-000398,1088 Juniper Hollow Pl,Apt 1D,Chicago,IL,60672,US,41.81929,-87.61039,residential
ADR-000399,2268 Saffron Hill Ct,,Chicago,IL,60697,US,41.86351,-87.62497,commercial
ADR-000400,4739 Dovetail Ct,,Seattle,WA,98136,US,47.62613,-122.321,residential
ADR-000401,1441 Kestrel Run Dr,,Jersey City,NJ,07323,US,40.77111,-74.02339,residential
ADR-000402,1193 Zephyr Glen Rd,,Brooklyn,NY,11240,US,40.65595,-73.88453,residential
ADR-000403,1201 Fennimore St,,Brooklyn,NY,11213,US,40.63612,-73.90851,commercial
ADR-000404,4448 Harrowgate Pl,,Columbus,OH,43230,US,39.96598,-83.0473,residential
ADR-000405,4142 Carroll Bend Dr,,Columbus,OH,43233,US,39.96052,-83.04202,commercial
ADR-000406,496 Thistledown Ave,,Los Angeles,CA,90003,US,34.04803,-118.26817,residential
ADR-000407,1702 Norwood Fen Dr,,Austin,TX,78753,US,30.2293,-97.76377,residential
ADR-000408,1310 Pemberly St,,Denver,CO,80221,US,39.74345,-104.9899,residential
ADR-000409,19 Maple Ridge Blvd,,Austin,TX,78709,US,30.26116,-97.73827,residential
ADR-000410,2214 Elmsworth Rd,Apt 5B,Jersey City,NJ,07392,US,40.75713,-74.09163,residential
ADR-000411,3120 Willowmere Pl,,Cleveland,OH,44158,US,41.45288,-81.74068,residential
ADR-000412,1179 Dovetail Blvd,,Cleveland,OH,44158,US,41.4675,-81.74347,commercial
ADR-000413,4973 Dovetail Way,,Brooklyn,NY,11232,US,40.73698,-74.00071,residential
ADR-000414,2973 Juniper Hollow Way,,Brooklyn,NY,11247,US,40.70245,-74.00315,commercial
ADR-000415,2288 Umberfield Blvd,Apt 22E,Chicago,IL,60626,US,41.89424,-87.646,residential
ADR-000416,2075 Copperleaf St,Apt 12F,Columbus,OH,43219,US,39.96301,-82.99453,residential
ADR-000417,980 Fennimore Blvd,,Boston,MA,02176,US,42.33281,-71.05891,residential
ADR-000418,1661 Thistledown Pl,,Boston,MA,02153,US,42.37692,-71.04597,commercial
ADR-000419,2875 Brindle Pl,,Boston,MA,02123,US,42.41138,-71.11802,commercial
ADR-000420,794 Bramblewood Dr,,Columbus,OH,43263,US,39.93163,-83.01607,residential
ADR-000421,3773 Marigold Ln,,Columbus,OH,43244,US,39.93161,-82.96989,commercial
ADR-000422,2845 Pemberly Ave,Apt 4D,Pittsburgh,PA,15289,US,40.43292,-80.03763,residential
ADR-000423,3467 Bramblewood Ln,,Pittsburgh,PA,15271,US,40.47989,-79.96023,commercial
ADR-000424,1533 Wharfside Blvd,,Seattle,WA,98171,US,47.66608,-122.33094,residential
ADR-000425,3697 Pemberly Ln,Apt 15D,Brooklyn,NY,11205,US,40.66149,-73.90026,residential
ADR-000426,2686 Oriel Blvd,,Brooklyn,NY,11294,US,40.63849,-73.95958,commercial
ADR-000427,1992 Carroll Bend Pl,Apt 19D,Seattle,WA,98167,US,47.55575,-122.35106,residential
ADR-000428,2861 Wharfside Dr,Apt 14A,Boston,MA,02106,US,42.36853,-71.01758,residential
ADR-000429,164 Elmsworth Dr,,Boston,MA,02115,US,42.33765,-71.08258,commercial
ADR-000430,1223 Yarrow Dr,,Los Angeles,CA,90006,US,34.07077,-118.20998,residential
ADR-000431,4038 Harrowgate Dr,,Seattle,WA,98140,US,47.63156,-122.33278,residential
ADR-000432,632 Pemberly Rd,,Seattle,WA,98193,US,47.57818,-122.31746,commercial
ADR-000433,4245 Oriel St,Apt 20F,Cleveland,OH,44174,US,41.47758,-81.66129,residential
ADR-000434,907 Zephyr Glen Ct,,Cleveland,OH,44122,US,41.51963,-81.67282,commercial
ADR-000435,713 Ivybridge Rd,,Pittsburgh,PA,15235,US,40.3975,-80.05436,residential
ADR-000436,1423 Saffron Hill Ln,,Pittsburgh,PA,15287,US,40.43483,-80.03103,commercial
ADR-000437,2772 Willowmere Rd,,Brooklyn,NY,11286,US,40.64286,-73.88512,residential
ADR-000438,86 Wharfside St,,Brooklyn,NY,11212,US,40.68355,-73.99148,commercial
ADR-000439,4397 Maple Ridge Ave,,Brooklyn,NY,11251,US,40.64582,-73.90743,residential
ADR-000440,4136 Zephyr Glen Ln,,Brooklyn,NY,11229,US,40.64482,-73.97937,commercial
ADR-000441,2100 Umberfield Way,,Columbus,OH,43221,US,39.99463,-82.9988,residential
ADR-000442,1800 Yarrow Way,,Jersey City,NJ,07348,US,40.69077,-74.05077,residential
ADR-000443,1103 Yarrow Ln,,Jersey City,NJ,07387,US,40.67101,-74.0087,commercial
ADR-000444,1378 Pemberly Blvd,,Chicago,IL,60609,US,41.88559,-87.68844,residential
ADR-000445,4470 Larchmont Rise St,,Chicago,IL,60696,US,41.84787,-87.57999,commercial
ADR-000446,1393 Dovetail Ct,Apt 17D,Boston,MA,02143,US,42.37625,-71.03964,residential
ADR-000447,3106 Elmsworth Blvd,Apt 18B,Chicago,IL,60637,US,41.82532,-87.65052,residential
ADR-000448,922 Pemberly Blvd,,Austin,TX,78730,US,30.28066,-97.69411,residential
ADR-000449,3827 Juniper Hollow Rd,,Austin,TX,78770,US,30.29582,-97.74801,commercial
ADR-000450,380 Glenhaven Way,,Brooklyn,NY,11246,US,40.71512,-73.97162,residential
ADR-000451,350 Bramblewood Pl,,Cleveland,OH,44133,US,41.47034,-81.65484,residential
ADR-000452,460 Vantage Point Ct,,Cleveland,OH,44112,US,41.45347,-81.73151,commercial
ADR-000453,4351 Thistledown Way,,Chicago,IL,60635,US,41.82051,-87.66704,residential
ADR-000454,2745 Dovetail Way,,Chicago,IL,60603,US,41.87148,-87.62228,commercial
ADR-000455,2815 Saffron Hill Rd,,Chicago,IL,60647,US,41.93057,-87.58658,residential
ADR-000456,3978 Carroll Bend Way,,Chicago,IL,60637,US,41.82164,-87.6266,commercial
ADR-000457,4328 Kestrel Run Ave,Apt 23D,Cleveland,OH,44169,US,41.48825,-81.65917,residential
ADR-000458,475 Umberfield St,,Cleveland,OH,44152,US,41.47157,-81.65408,commercial
ADR-000459,4943 Saffron Hill St,,Cleveland,OH,44189,US,41.53425,-81.70743,residential
ADR-000460,4469 Stonebrook Dr,,Cleveland,OH,44109,US,41.45184,-81.74659,commercial
ADR-000461,4016 Maple Ridge Way,,Boston,MA,02127,US,42.3616,-71.03489,residential
ADR-000462,2403 Willowmere Pl,,Boston,MA,02128,US,42.31075,-71.06742,commercial
ADR-000463,4088 Vantage Point Rd,,Austin,TX,78765,US,30.22541,-97.78165,residential
ADR-000464,1042 Copperleaf Blvd,,Austin,TX,78760,US,30.29463,-97.79527,commercial
ADR-000465,3797 Larchmont Rise Blvd,,Brooklyn,NY,11290,US,40.63456,-73.92474,residential
ADR-000466,2272 Harrowgate Pl,,Brooklyn,NY,11259,US,40.64797,-73.98424,commercial
ADR-000467,2757 Glenhaven St,Apt 18B,Denver,CO,80247,US,39.77736,-104.98491,residential
ADR-000468,2633 Zephyr Glen Blvd,,Boston,MA,02128,US,42.3464,-71.08234,residential
ADR-000469,341 Rookwood Ct,,Denver,CO,80271,US,39.75178,-104.98172,residential
ADR-000470,3539 Saffron Hill Way,Apt 10E,Chicago,IL,60698,US,41.83398,-87.60912,residential
ADR-000471,4041 Copperleaf Way,,Chicago,IL,60601,US,41.88558,-87.64141,commercial
ADR-000472,3727 Norwood Fen Ave,Apt 15E,Seattle,WA,98195,US,47.59641,-122.32755,residential
ADR-000473,3283 Carroll Bend Ln,,Chicago,IL,60692,US,41.88234,-87.64816,residential
ADR-000474,1058 Larchmont Rise Way,Apt 2B,Columbus,OH,43211,US,40.00823,-83.05109,residential
ADR-000475,2529 Rookwood Dr,,Pittsburgh,PA,15245,US,40.49873,-79.96773,residential
ADR-000476,214 Brindle Dr,,Pittsburgh,PA,15250,US,40.41001,-80.00994,commercial
ADR-000477,3427 Copperleaf Way,Apt 16D,Brooklyn,NY,11277,US,40.71671,-73.94251,residential
ADR-000478,1758 Marigold Ln,,Los Angeles,CA,90084,US,34.05276,-118.23983,residential
ADR-000479,3043 Carroll Bend Ln,Apt 12F,Austin,TX,78796,US,30.23822,-97.74997,residential
ADR-000480,1381 Umberfield Ave,,Chicago,IL,60640,US,41.85855,-87.61187,residential
ADR-000481,21 Fennimore Pl,,Chicago,IL,60687,US,41.92364,-87.66883,commercial
ADR-000482,1940 Vantage Point Pl,,Chicago,IL,60670,US,41.92996,-87.62869,residential
ADR-000483,1776 Kestrel Run Dr,,Chicago,IL,60683,US,41.82379,-87.62672,commercial
ADR-000484,2528 Juniper Hollow Blvd,Apt 3E,Seattle,WA,98159,US,47.60206,-122.27328,residential
ADR-000485,3189 Pemberly St,,Seattle,WA,98174,US,47.66538,-122.39133,commercial
ADR-000486,3684 Oriel Ave,,Cleveland,OH,44122,US,41.47952,-81.75427,residential
ADR-000487,1129 Harrowgate Ave,,Cleveland,OH,44190,US,41.54431,-81.64456,commercial
ADR-000488,3333 Ivybridge Pl,Apt 21F,Seattle,WA,98158,US,47.63544,-122.36414,residential
ADR-000489,2905 Harrowgate Pl,,Seattle,WA,98117,US,47.62081,-122.35838,commercial
ADR-000490,2296 Maple Ridge Pl,,Pittsburgh,PA,15209,US,40.44784,-80.04204,residential
ADR-000491,4527 Maple Ridge Blvd,,Pittsburgh,PA,15290,US,40.49919,-79.93809,commercial
ADR-000492,1184 Marigold Ln,,Austin,TX,78796,US,30.24895,-97.69766,residential
ADR-000493,676 Willowmere Blvd,,Austin,TX,78753,US,30.31963,-97.78027,commercial
ADR-000494,140 Zephyr Glen Dr,,Denver,CO,80286,US,39.77113,-104.95258,residential
ADR-000495,4320 Norwood Fen Ave,,Seattle,WA,98158,US,47.56487,-122.29654,residential
ADR-000496,4339 Saffron Hill Ct,,Seattle,WA,98199,US,47.64204,-122.29412,commercial
ADR-000497,2066 Larchmont Rise Pl,,Los Angeles,CA,90030,US,34.07009,-118.19032,residential
ADR-000498,4627 Maple Ridge Dr,,Pittsburgh,PA,15231,US,40.44848,-79.95971,residential
ADR-000499,202 Saffron Hill Pl,,Pittsburgh,PA,15276,US,40.44446,-80.04682,commercial
ADR-000500,1094 Yarrow Dr,,Brooklyn,NY,11262,US,40.68447,-73.91564,residential
ADR-000501,2223 Fennimore Pl,,Brooklyn,NY,11215,US,40.72496,-73.89621,commercial
ADR-000502,119 Kestrel Run Blvd,,Cleveland,OH,44119,US,41.44664,-81.72139,residential
ADR-000503,3446 Yarrow Pl,,Cleveland,OH,44151,US,41.55522,-81.65728,commercial
ADR-000504,1415 Quarry Lake Dr,,Westerville,OH,43005,US,40.16029,-82.9129,residential
ADR-000505,2186 Pemberly Rd,Apt 10C,Cleveland,OH,44189,US,41.5482,-81.65547,residential
ADR-000506,2986 Maple Ridge Ln,,Los Angeles,CA,90040,US,34.07085,-118.28583,residential
ADR-000507,1405 Rookwood St,Apt 3F,Brooklyn,NY,11277,US,40.71312,-73.95762,residential
ADR-000508,1073 Pemberly Way,,Brooklyn,NY,11208,US,40.67566,-73.99079,residential
ADR-000509,2659 Ivybridge St,,Brooklyn,NY,11214,US,40.71141,-73.91798,commercial
ADR-000510,2345 Rookwood St,,Austin,TX,78747,US,30.25283,-97.78707,residential
ADR-000511,4750 Thistledown Blvd,,Westerville,OH,43042,US,40.10046,-82.88649,residential
ADR-000512,3686 Stonebrook Ave,,Westerville,OH,43049,US,40.10098,-82.91823,commercial
ADR-000513,4053 Juniper Hollow Pl,,Cleveland,OH,44117,US,41.55207,-81.6878,residential
ADR-000514,1705 Bramblewood Way,,Brooklyn,NY,11262,US,40.63042,-73.9081,residential
ADR-000515,452 Oriel Way,,Boston,MA,02135,US,42.38152,-71.02496,residential
ADR-000516,4816 Yarrow Ave,Apt 13D,Los Angeles,CA,90016,US,34.01116,-118.29306,residential
ADR-000517,3937 Kestrel Run Ct,,Seattle,WA,98199,US,47.65753,-122.35403,residential
ADR-000518,1883 Norwood Fen Ct,,Columbus,OH,43201,US,40.01004,-83.04213,residential
ADR-000519,769 Saffron Hill Ln,,Columbus,OH,43232,US,39.99464,-83.02811,commercial
ADR-000520,377 Zephyr Glen St,Apt 14F,Los Angeles,CA,90074,US,34.0528,-118.26497,residential
ADR-000521,231 Stonebrook Rd,,Los Angeles,CA,90053,US,34.04271,-118.21473,commercial
ADR-000522,2915 Rookwood Pl,,Columbus,OH,43219,US,40.00369,-83.02729,residential
ADR-000523,3565 Glenhaven Way,,Columbus,OH,43260,US,39.95044,-82.95761,commercial
ADR-000524,2614 Carroll Bend Pl,,Pittsburgh,PA,15207,US,40.4186,-80.01697,residential
ADR-000525,3113 Maple Ridge Ave,,Pittsburgh,PA,15214,US,40.43307,-79.94717,commercial
ADR-000526,4862 Glenhaven Dr,,Seattle,WA,98176,US,47.57046,-122.34556,residential
ADR-000527,1468 Saffron Hill Blvd,,Seattle,WA,98179,US,47.64088,-122.2981,commercial
ADR-000528,4718 Alder Crest Dr,,Denver,CO,80220,US,39.76035,-104.9558,residential
ADR-000529,4708 Maple Ridge Ct,,Denver,CO,80295,US,39.72078,-104.9859,commercial
ADR-000530,748 Larchmont Rise Rd,,Brooklyn,NY,11286,US,40.71789,-73.89322,residential
ADR-000531,2585 Brindle Way,,Denver,CO,80266,US,39.71547,-105.04918,residential
ADR-000532,803 Ivybridge Dr,,Denver,CO,80259,US,39.71293,-104.97439,commercial
ADR-000533,3966 Rookwood Ave,,Columbus,OH,43295,US,39.95018,-82.98972,residential
ADR-000534,4317 Copperleaf Ln,,Los Angeles,CA,90058,US,34.07123,-118.25366,residential
ADR-000535,2166 Marigold Way,,Los Angeles,CA,90047,US,34.08232,-118.26453,commercial
ADR-000536,4555 Yarrow Way,,Denver,CO,80265,US,39.69103,-104.94723,residential
ADR-000537,3623 Harrowgate Ave,Apt 22E,Columbus,OH,43291,US,39.948,-83.02426,residential
ADR-000538,583 Saffron Hill Dr,,Columbus,OH,43294,US,39.96608,-83.0235,commercial
ADR-000539,4975 Brindle St,Apt 11E,Austin,TX,78797,US,30.26206,-97.77012,residential
ADR-000540,2997 Yarrow Ave,,Brooklyn,NY,11282,US,40.70666,-73.90958,residential
ADR-000541,1606 Glenhaven Rd,,Brooklyn,NY,11288,US,40.67253,-73.9965,commercial
ADR-000542,3044 Vantage Point Pl,,Pittsburgh,PA,15294,US,40.49498,-79.94132,residential
ADR-000543,1255 Fennimore Pl,,Pittsburgh,PA,15243,US,40.48448,-79.98791,commercial
ADR-000544,2677 Fennimore Ct,,Columbus,OH,43275,US,39.91443,-82.99138,residential
ADR-000545,3838 Fennimore St,,Columbus,OH,43227,US,39.91852,-83.0033,commercial
ADR-000546,4008 Juniper Hollow Ct,,Pittsburgh,PA,15205,US,40.39231,-80.03185,residential
ADR-000547,1284 Saffron Hill Way,,Pittsburgh,PA,15229,US,40.48708,-79.96505,commercial
ADR-90001,4708 Vantage Point Way,,Columbus,OH,43245,US,39.95591,-82.95785,residential
ADR-000548,1244 Larchmont Rise Rd,,Columbus,OH,43201,US,40.01122,-82.98476,commercial
ADR-90002,4530 Elmsworth St,,Boston,MA,02130,US,42.3358,-71.00647,residential
ADR-000549,4781 Zephyr Glen St,,Boston,MA,02163,US,42.39685,-71.06425,commercial
ADR-90003,956 Marigold Blvd,,Austin,TX,78734,US,30.22439,-97.78271,residential
ADR-90004,855 Umberfield Ct,,Pittsburgh,PA,15219,US,40.4713,-79.96164,residential
ADR-90005,4351 Maple Ridge Way,,Chicago,IL,60649,US,41.89593,-87.63179,residential
ADR-000550,3369 Zephyr Glen Dr,,Chicago,IL,60699,US,41.86043,-87.64023,commercial
ADR-90006,1606 Juniper Hollow Blvd,Apt 7A,Denver,CO,80270,US,39.70347,-104.95296,residential
ADR-000551,2916 Kestrel Run Dr,,Denver,CO,80201,US,39.72022,-104.97832,commercial
ADR-90007,3529 Pemberly St,,Seattle,WA,98148,US,47.64995,-122.33349,residential
ADR-90008,4026 Yarrow Ave,,Cleveland,OH,44128,US,41.52424,-81.68763,residential
ADR-000552,1451 Thistledown Rd,,Cleveland,OH,44122,US,41.44133,-81.63618,commercial
ADR-90009,32 Rookwood Blvd,,Los Angeles,CA,90070,US,34.03788,-118.22097,residential
ADR-90010,817 Juniper Hollow Ave,Apt 10C,Columbus,OH,43228,US,39.99464,-83.0571,residential
ADR-000553,3458 Ivybridge Ct,,Columbus,OH,43255,US,39.93031,-83.03411,commercial
ADR-90012,311 Carroll Bend St,Apt 11C,Brooklyn,NY,11231,US,40.6377,-73.91951,residential
ADR-000554,3333 Larchmont Rise Blvd,,Brooklyn,NY,11296,US,40.61897,-73.95918,commercial
