merchant_id,legal_name,dba_name,mcc,mcc_description,country,city,state,timezone,channel,website,phone,acquirer_id,acquirer_name,card_acceptor_id,is_marketplace,parent_merchant_id,onboarded_at,status
MER-00107,Pinegrove Fuel #25 LLC,Pinegrove Fuel #25,5542,Automated Fuel Dispensers,US,Brooklyn,NY,America/New_York,in_store,https://www.pinegrovefuel25.example,(888) 555-0166,ACQ-01,Harborstone Merchant Services,764396046545550,false,,2019-05-01,active
MER-00108,Northstar Gas #46 LLC,Northstar Gas #46,5542,Automated Fuel Dispensers,US,Brooklyn,NY,America/New_York,in_store,https://www.northstargas46.example,(888) 555-0116,ACQ-07,Nimbus Digital Acquiring,669876939693751,false,,2019-05-01,active
MER-00109,Pinegrove Fuel #22 LLC,Pinegrove Fuel #22,5542,Automated Fuel Dispensers,US,Jersey City,NJ,America/New_York,in_store,https://www.pinegrovefuel22.example,(888) 555-0169,ACQ-03,Tapr Payment Facilitation,100892798306377,false,,2019-05-01,active
MER-00110,Northstar Gas #24 LLC,Northstar Gas #24,5542,Automated Fuel Dispensers,US,Jersey City,NJ,America/New_York,in_store,https://www.northstargas24.example,(888) 555-0161,ACQ-08,Ironbridge Processing,497778666155591,false,,2019-05-01,active
MER-00111,Pinegrove Fuel #13 LLC,Pinegrove Fuel #13,5542,Automated Fuel Dispensers,US,Chicago,IL,America/Chicago,in_store,https://www.pinegrovefuel13.example,(888) 555-0134,ACQ-01,Harborstone Merchant Services,693526485740548,false,,2019-05-01,active
MER-00112,Northstar Gas #33 LLC,Northstar Gas #33,5542,Automated Fuel Dispensers,US,Chicago,IL,America/Chicago,in_store,https://www.northstargas33.example,(888) 555-0141,ACQ-04,Keystone Card Acquiring,594749251899362,false,,2019-05-01,active
MER-00113,Pinegrove Fuel #47 LLC,Pinegrove Fuel #47,5542,Automated Fuel Dispensers,US,Austin,TX,America/Chicago,in_store,https://www.pinegrovefuel47.example,(888) 555-0194,ACQ-08,Ironbridge Processing,216929294808349,false,,2019-05-01,active
MER-00114,Northstar Gas #7 LLC,Northstar Gas #7,5542,Automated Fuel Dispensers,US,Austin,TX,America/Chicago,in_store,https://www.northstargas7.example,(888) 555-0140,ACQ-02,Pinecrest Payments,497688975440396,false,,2019-05-01,active
MER-00115,Pinegrove Fuel #12 LLC,Pinegrove Fuel #12,5542,Automated Fuel Dispensers,US,Denver,CO,America/Denver,in_store,https://www.pinegrovefuel12.example,(888) 555-0192,ACQ-02,Pinecrest Payments,689229940652239,false,,2019-05-01,active
MER-00116,Northstar Gas #32 LLC,Northstar Gas #32,5542,Automated Fuel Dispensers,US,Denver,CO,America/Denver,in_store,https://www.northstargas32.example,(888) 555-0127,ACQ-07,Nimbus Digital Acquiring,410336573664400,false,,2019-05-01,active
MER-00117,Pinegrove Fuel #41 LLC,Pinegrove Fuel #41,5542,Automated Fuel Dispensers,US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.pinegrovefuel41.example,(888) 555-0118,ACQ-03,Tapr Payment Facilitation,534367137370045,false,,2019-05-01,active
MER-00118,Northstar Gas #2 LLC,Northstar Gas #2,5542,Automated Fuel Dispensers,US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.northstargas2.example,(888) 555-0152,ACQ-04,Keystone Card Acquiring,902544744218305,false,,2019-05-01,active
MER-00119,Pinegrove Fuel #26 LLC,Pinegrove Fuel #26,5542,Automated Fuel Dispensers,US,Seattle,WA,America/Los_Angeles,in_store,https://www.pinegrovefuel26.example,(888) 555-0186,ACQ-03,Tapr Payment Facilitation,430479568006487,false,,2019-05-01,active
MER-00120,Northstar Gas #39 LLC,Northstar Gas #39,5542,Automated Fuel Dispensers,US,Seattle,WA,America/Los_Angeles,in_store,https://www.northstargas39.example,(888) 555-0176,ACQ-01,Harborstone Merchant Services,630275511203069,false,,2019-05-01,active
MER-00121,Wellspring Pharmacy #36 LLC,Wellspring Pharmacy #36,5912,Drug Stores and Pharmacies,US,Columbus,OH,America/New_York,in_store,https://www.wellspringpharmacy36.example,(888) 555-0103,ACQ-08,Ironbridge Processing,735109810220008,false,,2019-05-01,active
MER-00122,Wellspring Pharmacy #48 LLC,Wellspring Pharmacy #48,5912,Drug Stores and Pharmacies,US,Westerville,OH,America/New_York,in_store,https://www.wellspringpharmacy48.example,(888) 555-0180,ACQ-03,Tapr Payment Facilitation,372834750957267,false,,2019-05-01,active
MER-00123,Wellspring Pharmacy #30 LLC,Wellspring Pharmacy #30,5912,Drug Stores and Pharmacies,US,Cleveland,OH,America/New_York,in_store,https://www.wellspringpharmacy30.example,(888) 555-0114,ACQ-01,Harborstone Merchant Services,377380093584250,false,,2019-05-01,active
MER-00124,Wellspring Pharmacy #26 LLC,Wellspring Pharmacy #26,5912,Drug Stores and Pharmacies,US,Pittsburgh,PA,America/New_York,in_store,https://www.wellspringpharmacy26.example,(888) 555-0177,ACQ-05,Atlantica Global Acquiring,199704287661262,false,,2019-05-01,active
MER-00125,Wellspring Pharmacy #39 LLC,Wellspring Pharmacy #39,5912,Drug Stores and Pharmacies,US,Boston,MA,America/New_York,in_store,https://www.wellspringpharmacy39.example,(888) 555-0148,ACQ-05,Atlantica Global Acquiring,191474151765531,false,,2019-05-01,active
MER-00126,Wellspring Pharmacy #17 LLC,Wellspring Pharmacy #17,5912,Drug Stores and Pharmacies,US,Brooklyn,NY,America/New_York,in_store,https://www.wellspringpharmacy17.example,(888) 555-0169,ACQ-01,Harborstone Merchant Services,859745702769814,false,,2019-05-01,active
MER-00127,Wellspring Pharmacy #41 LLC,Wellspring Pharmacy #41,5912,Drug Stores and Pharmacies,US,Jersey City,NJ,America/New_York,in_store,https://www.wellspringpharmacy41.example,(888) 555-0135,ACQ-08,Ironbridge Processing,735148112832618,false,,2019-05-01,active
MER-00128,Wellspring Pharmacy #18 LLC,Wellspring Pharmacy #18,5912,Drug Stores and Pharmacies,US,Chicago,IL,America/Chicago,in_store,https://www.wellspringpharmacy18.example,(888) 555-0193,ACQ-08,Ironbridge Processing,860015524098010,false,,2019-05-01,active
MER-00129,Wellspring Pharmacy #13 LLC,Wellspring Pharmacy #13,5912,Drug Stores and Pharmacies,US,Austin,TX,America/Chicago,in_store,https://www.wellspringpharmacy13.example,(888) 555-0133,ACQ-03,Tapr Payment Facilitation,195043125574845,false,,2019-05-01,active
MER-00130,Wellspring Pharmacy #36 LLC,Wellspring Pharmacy #36,5912,Drug Stores and Pharmacies,US,Denver,CO,America/Denver,in_store,https://www.wellspringpharmacy36.example,(888) 555-0141,ACQ-07,Nimbus Digital Acquiring,860167834394536,false,,2019-05-01,active
MER-00131,Wellspring Pharmacy #8 LLC,Wellspring Pharmacy #8,5912,Drug Stores and Pharmacies,US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.wellspringpharmacy8.example,(888) 555-0146,ACQ-02,Pinecrest Payments,407752591306491,false,,2019-05-01,active
MER-00132,Wellspring Pharmacy #38 LLC,Wellspring Pharmacy #38,5912,Drug Stores and Pharmacies,US,Seattle,WA,America/Los_Angeles,in_store,https://www.wellspringpharmacy38.example,(888) 555-0112,ACQ-03,Tapr Payment Facilitation,297647081935249,false,,2019-05-01,active
MER-00133,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Columbus,OH,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0153,ACQ-06,Summit Commerce Bank,132498880756344,false,,2019-05-01,active
MER-00134,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Westerville,OH,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0106,ACQ-07,Nimbus Digital Acquiring,839665591389231,false,,2019-05-01,active
MER-00135,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Cleveland,OH,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0149,ACQ-05,Atlantica Global Acquiring,522594473679305,false,,2019-05-01,active
MER-00136,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Pittsburgh,PA,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0116,ACQ-02,Pinecrest Payments,741410226187566,false,,2019-05-01,active
MER-00137,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Boston,MA,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0191,ACQ-05,Atlantica Global Acquiring,579666459029443,false,,2019-05-01,active
MER-00138,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Brooklyn,NY,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0112,ACQ-02,Pinecrest Payments,123254100638315,false,,2019-05-01,active
MER-00139,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Jersey City,NJ,America/New_York,recurring,https://www.metropowerandlight.example,(888) 555-0130,ACQ-03,Tapr Payment Facilitation,445338574527191,false,,2019-05-01,active
MER-00140,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Chicago,IL,America/Chicago,recurring,https://www.metropowerandlight.example,(888) 555-0110,ACQ-04,Keystone Card Acquiring,163235094611136,false,,2019-05-01,active
MER-00141,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Austin,TX,America/Chicago,recurring,https://www.metropowerandlight.example,(888) 555-0124,ACQ-01,Harborstone Merchant Services,396850969598439,false,,2019-05-01,active
MER-00142,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Denver,CO,America/Denver,recurring,https://www.metropowerandlight.example,(888) 555-0116,ACQ-05,Atlantica Global Acquiring,112632600576650,false,,2019-05-01,active
MER-00143,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Los Angeles,CA,America/Los_Angeles,recurring,https://www.metropowerandlight.example,(888) 555-0105,ACQ-08,Ironbridge Processing,347306023603640,false,,2019-05-01,active
MER-00144,Metro Power & Light LLC,Metro Power & Light,4900,Utilities,US,Seattle,WA,America/Los_Angeles,recurring,https://www.metropowerandlight.example,(888) 555-0126,ACQ-02,Pinecrest Payments,275860888595880,false,,2019-05-01,active
MER-00145,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Columbus,OH,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0199,ACQ-02,Pinecrest Payments,656949593462120,false,,2019-05-01,active
MER-00146,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Westerville,OH,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0120,ACQ-01,Harborstone Merchant Services,373752789912901,false,,2019-05-01,active
MER-00147,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Cleveland,OH,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0134,ACQ-08,Ironbridge Processing,937310847874814,false,,2019-05-01,active
MER-00148,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Pittsburgh,PA,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0146,ACQ-05,Atlantica Global Acquiring,781939358106626,false,,2019-05-01,active
MER-00149,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Boston,MA,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0157,ACQ-06,Summit Commerce Bank,443931960526366,false,,2019-05-01,active
MER-00150,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Brooklyn,NY,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0182,ACQ-08,Ironbridge Processing,715381266672786,false,,2019-05-01,active
MER-00151,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Jersey City,NJ,America/New_York,recurring,https://www.peakformfitness.example,(888) 555-0140,ACQ-06,Summit Commerce Bank,774084619573568,false,,2019-05-01,active
MER-00152,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Chicago,IL,America/Chicago,recurring,https://www.peakformfitness.example,(888) 555-0153,ACQ-04,Keystone Card Acquiring,310384369927605,false,,2019-05-01,active
MER-00153,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Austin,TX,America/Chicago,recurring,https://www.peakformfitness.example,(888) 555-0172,ACQ-02,Pinecrest Payments,733418216312147,false,,2019-05-01,active
MER-00154,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Denver,CO,America/Denver,recurring,https://www.peakformfitness.example,(888) 555-0141,ACQ-03,Tapr Payment Facilitation,920140547472135,false,,2019-05-01,active
MER-00155,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Los Angeles,CA,America/Los_Angeles,recurring,https://www.peakformfitness.example,(888) 555-0103,ACQ-03,Tapr Payment Facilitation,499325996323540,false,,2019-05-01,active
MER-00156,Peakform Fitness LLC,Peakform Fitness,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Seattle,WA,America/Los_Angeles,recurring,https://www.peakformfitness.example,(888) 555-0166,ACQ-05,Atlantica Global Acquiring,785384553288379,false,,2019-05-01,active
MER-00157,Cartwheel Goods LLC,Cartwheel Goods,5999,Miscellaneous and Specialty Retail Stores,US,Columbus,OH,America/New_York,ecommerce,https://www.cartwheelgoods.example,(888) 555-0103,ACQ-05,Atlantica Global Acquiring,188295786842167,false,,2019-05-01,active
MER-00158,Nookery LLC,Nookery,5999,Miscellaneous and Specialty Retail Stores,US,Pittsburgh,PA,America/New_York,ecommerce,https://www.nookery.example,(888) 555-0126,ACQ-06,Summit Commerce Bank,750988067459260,false,,2019-05-01,active
MER-00159,Bramble & Box LLC,Bramble & Box,5999,Miscellaneous and Specialty Retail Stores,US,Denver,CO,America/Denver,ecommerce,https://www.brambleandbox.example,(888) 555-0141,ACQ-03,Tapr Payment Facilitation,365244177719034,false,,2019-05-01,active
MER-00160,Ferntree Supply LLC,Ferntree Supply,5999,Miscellaneous and Specialty Retail Stores,US,Boston,MA,America/New_York,ecommerce,https://www.ferntreesupply.example,(888) 555-0100,ACQ-04,Keystone Card Acquiring,868088871809664,false,,2019-05-01,active
MER-00161,Hatchmark LLC,Hatchmark,5999,Miscellaneous and Specialty Retail Stores,US,Los Angeles,CA,America/Los_Angeles,ecommerce,https://www.hatchmark.example,(888) 555-0116,ACQ-01,Harborstone Merchant Services,415067230746960,false,,2019-05-01,active
MER-00162,Circuitry Loft LLC,Circuitry Loft,5732,Electronics Stores,US,Los Angeles,CA,America/Los_Angeles,ecommerce,https://www.circuitryloft.example,(888) 555-0123,ACQ-01,Harborstone Merchant Services,360819431566446,false,,2019-05-01,active
MER-00163,Pixelwave Electronics LLC,Pixelwave Electronics,5732,Electronics Stores,US,Boston,MA,America/New_York,ecommerce,https://www.pixelwaveelectronics.example,(888) 555-0189,ACQ-01,Harborstone Merchant Services,853881110838084,false,,2019-05-01,active
MER-00164,Voltcart Online LLC,Voltcart Online,5732,Electronics Stores,US,Jersey City,NJ,America/New_York,ecommerce,https://www.voltcartonline.example,(888) 555-0154,ACQ-02,Pinecrest Payments,571506904088863,false,,2019-05-01,active
MER-00165,Loomhouse Apparel LLC,Loomhouse Apparel,5651,Family Clothing Stores,US,Denver,CO,America/Denver,ecommerce,https://www.loomhouseapparel.example,(888) 555-0185,ACQ-02,Pinecrest Payments,785085842190219,false,,2019-05-01,active
MER-00166,Threadline Co LLC,Threadline Co,5651,Family Clothing Stores,US,Cleveland,OH,America/New_York,ecommerce,https://www.threadlineco.example,(888) 555-0119,ACQ-02,Pinecrest Payments,732772867307287,false,,2019-05-01,active
MER-00167,Northweave LLC,Northweave,5651,Family Clothing Stores,US,Pittsburgh,PA,America/New_York,ecommerce,https://www.northweave.example,(888) 555-0112,ACQ-05,Atlantica Global Acquiring,563235097572714,false,,2019-05-01,active
MER-00168,Solewright LLC,Solewright,5661,Shoe Stores,US,Chicago,IL,America/Chicago,ecommerce,https://www.solewright.example,(888) 555-0112,ACQ-05,Atlantica Global Acquiring,352684781142614,false,,2019-05-01,active
MER-00169,Paceline Shoes LLC,Paceline Shoes,5661,Shoe Stores,US,Denver,CO,America/Denver,ecommerce,https://www.pacelineshoes.example,(888) 555-0164,ACQ-08,Ironbridge Processing,395318255362660,false,,2019-05-01,active
MER-00170,Hearth & Hollow LLC,Hearth & Hollow,5719,Miscellaneous Home Furnishing Specialty Stores,US,Los Angeles,CA,America/Los_Angeles,ecommerce,https://www.hearthandhollow.example,(888) 555-0145,ACQ-07,Nimbus Digital Acquiring,487561792341096,false,,2019-05-01,active
MER-00171,Linenworks LLC,Linenworks,5719,Miscellaneous Home Furnishing Specialty Stores,US,Boston,MA,America/New_York,ecommerce,https://www.linenworks.example,(888) 555-0111,ACQ-05,Atlantica Global Acquiring,169031719606988,false,,2019-05-01,active
MER-00172,Inkwell Books Digital LLC,Inkwell Books Digital,5815,Digital Goods – Media,US,Pittsburgh,PA,America/New_York,ecommerce,https://www.inkwellbooksdigital.example,(888) 555-0198,ACQ-03,Tapr Payment Facilitation,153920729822376,false,,2019-05-01,active
MER-00173,Tunewell Music LLC,Tunewell Music,5815,Digital Goods – Media,US,Brooklyn,NY,America/New_York,ecommerce,https://www.tunewellmusic.example,(888) 555-0117,ACQ-08,Ironbridge Processing,637080244137601,false,,2019-05-01,active
MER-00174,Sparkden Games LLC,Sparkden Games,5816,Digital Goods – Games,US,Los Angeles,CA,America/Los_Angeles,ecommerce,https://www.sparkdengames.example,(888) 555-0148,ACQ-03,Tapr Payment Facilitation,943203947865365,false,,2019-05-01,active
MER-00175,Voidline Media LLC,Voidline Media,5816,Digital Goods – Games,US,Cleveland,OH,America/New_York,ecommerce,https://www.voidlinemedia.example,(888) 555-0127,ACQ-08,Ironbridge Processing,745850143875747,false,,2019-05-01,active
MER-00176,Cinderbox Games LLC,Cinderbox Games,5816,Digital Goods – Games,US,Chicago,IL,America/Chicago,ecommerce,https://www.cinderboxgames.example,(888) 555-0170,ACQ-01,Harborstone Merchant Services,879407342766902,false,,2019-05-01,active
MER-00177,Quillsoft Apps LLC,Quillsoft Apps,5817,Digital Goods – Applications (excl. games),US,Jersey City,NJ,America/New_York,ecommerce,https://www.quillsoftapps.example,(888) 555-0126,ACQ-01,Harborstone Merchant Services,962058750055875,false,,2019-05-01,active
MER-00178,Taskhaven LLC,Taskhaven,5817,Digital Goods – Applications (excl. games),US,Jersey City,NJ,America/New_York,ecommerce,https://www.taskhaven.example,(888) 555-0120,ACQ-02,Pinecrest Payments,809176977272684,false,,2019-05-01,active
MER-00179,Streamnest LLC,Streamnest,4899,"Cable, Satellite, and Other Pay Television/Streaming",US,Columbus,OH,America/New_York,recurring,https://www.streamnest.example,(888) 555-0115,ACQ-03,Tapr Payment Facilitation,357861197703268,false,,2019-05-01,active
MER-00180,Reelhaven+ LLC,Reelhaven+,4899,"Cable, Satellite, and Other Pay Television/Streaming",US,Columbus,OH,America/New_York,recurring,https://www.reelhavenplus.example,(888) 555-0146,ACQ-05,Atlantica Global Acquiring,881858869823132,false,,2019-05-01,active
MER-00181,Sonora Audio LLC,Sonora Audio,4899,"Cable, Satellite, and Other Pay Television/Streaming",US,Seattle,WA,America/Los_Angeles,recurring,https://www.sonoraaudio.example,(888) 555-0146,ACQ-02,Pinecrest Payments,657410633697406,false,,2019-05-01,active
MER-00182,Crateful LLC,Crateful,5968,Direct Marketing – Continuity/Subscription,US,Chicago,IL,America/Chicago,recurring,https://www.crateful.example,(888) 555-0131,ACQ-05,Atlantica Global Acquiring,832393870582929,false,,2019-05-01,active
MER-00183,Sprout Meal Kits LLC,Sprout Meal Kits,5968,Direct Marketing – Continuity/Subscription,US,Chicago,IL,America/Chicago,recurring,https://www.sproutmealkits.example,(888) 555-0198,ACQ-05,Atlantica Global Acquiring,969720237980978,false,,2019-05-01,active
MER-00184,Pawcrate Club LLC,Pawcrate Club,5968,Direct Marketing – Continuity/Subscription,US,Denver,CO,America/Denver,recurring,https://www.pawcrateclub.example,(888) 555-0171,ACQ-02,Pinecrest Payments,438504825756789,false,,2019-05-01,active
MER-00185,Relaywave Mobile LLC,Relaywave Mobile,4814,Telecommunication Services,US,Seattle,WA,America/Los_Angeles,recurring,https://www.relaywavemobile.example,(888) 555-0140,ACQ-03,Tapr Payment Facilitation,406017393896859,false,,2019-05-01,active
MER-00186,Ridehop LLC,Ridehop,4121,Taxicabs and Limousines (incl. ride-hail),US,Denver,CO,America/Denver,in_store,https://www.ridehop.example,(888) 555-0184,ACQ-06,Summit Commerce Bank,618520959748604,false,,2019-05-01,active
MER-00187,Bluecrest Airways LLC,Bluecrest Airways,4511,"Airlines, Air Carriers",US,Seattle,WA,America/Los_Angeles,ecommerce,https://www.bluecrestairways.example,(888) 555-0187,ACQ-01,Harborstone Merchant Services,259993517678010,false,,2019-05-01,active
MER-00188,Meridia Air LLC,Meridia Air,4511,"Airlines, Air Carriers",US,Westerville,OH,America/New_York,ecommerce,https://www.meridiaair.example,(888) 555-0150,ACQ-05,Atlantica Global Acquiring,883322589098829,false,,2019-05-01,active
MER-00189,Cedarline Inn LLC,Cedarline Inn,7011,"Lodging – Hotels, Motels, Resorts",US,Denver,CO,America/Denver,in_store,https://www.cedarlineinn.example,(888) 555-0144,ACQ-07,Nimbus Digital Acquiring,151270650420418,false,,2019-05-01,active
MER-00190,Portwood Suites LLC,Portwood Suites,7011,"Lodging – Hotels, Motels, Resorts",US,Brooklyn,NY,America/New_York,in_store,https://www.portwoodsuites.example,(888) 555-0162,ACQ-05,Atlantica Global Acquiring,330901398046989,false,,2019-05-01,active
MER-00191,The Alder House LLC,The Alder House,7011,"Lodging – Hotels, Motels, Resorts",US,Boston,MA,America/New_York,in_store,https://www.thealderhouse.example,(888) 555-0124,ACQ-06,Summit Commerce Bank,824467463592193,false,,2019-05-01,active
MER-00192,Stagepass Tickets LLC,Stagepass Tickets,7922,Theatrical Producers and Ticket Agencies,US,Denver,CO,America/Denver,ecommerce,https://www.stagepasstickets.example,(888) 555-0151,ACQ-06,Summit Commerce Bank,714964513562822,false,,2019-05-01,active
MER-00193,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Columbus,OH,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0133,ACQ-04,Keystone Card Acquiring,311740601811974,false,,2019-05-01,active
MER-00194,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Westerville,OH,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0198,ACQ-06,Summit Commerce Bank,555933656600438,false,,2019-05-01,active
MER-00195,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Cleveland,OH,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0120,ACQ-04,Keystone Card Acquiring,836672407311344,false,,2019-05-01,active
MER-00196,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Pittsburgh,PA,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0137,ACQ-06,Summit Commerce Bank,736705999975441,false,,2019-05-01,active
MER-00197,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Boston,MA,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0128,ACQ-05,Atlantica Global Acquiring,555887093387680,false,,2019-05-01,active
MER-00198,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Brooklyn,NY,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0154,ACQ-08,Ironbridge Processing,916126900298904,false,,2019-05-01,active
MER-00199,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Jersey City,NJ,America/New_York,in_store,https://www.foxgloveandfinch.example,(888) 555-0128,ACQ-04,Keystone Card Acquiring,130633685701915,false,,2019-05-01,active
MER-00200,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Chicago,IL,America/Chicago,in_store,https://www.foxgloveandfinch.example,(888) 555-0169,ACQ-07,Nimbus Digital Acquiring,840026347980402,false,,2019-05-01,active
MER-00201,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Austin,TX,America/Chicago,in_store,https://www.foxgloveandfinch.example,(888) 555-0162,ACQ-03,Tapr Payment Facilitation,786973228202412,false,,2019-05-01,active
MER-00202,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Denver,CO,America/Denver,in_store,https://www.foxgloveandfinch.example,(888) 555-0187,ACQ-06,Summit Commerce Bank,212055627599133,false,,2019-05-01,active
MER-00203,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Los Angeles,CA,America/Los_Angeles,in_store,https://www.foxgloveandfinch.example,(888) 555-0188,ACQ-03,Tapr Payment Facilitation,949558865764065,false,,2019-05-01,active
MER-00204,Foxglove & Finch LLC,Foxglove & Finch,5311,Department Stores,US,Seattle,WA,America/Los_Angeles,in_store,https://www.foxgloveandfinch.example,(888) 555-0194,ACQ-04,Keystone Card Acquiring,534897513624376,false,,2019-05-01,active
MER-00205,Giftlane Cards LLC,Giftlane Cards,5947,"Gift, Card, Novelty, and Souvenir Shops",US,Austin,TX,America/Chicago,ecommerce,https://www.giftlanecards.example,(888) 555-0149,ACQ-05,Atlantica Global Acquiring,529223521525894,false,,2019-05-01,active
MER-90001,Oakhollow Furniture Co LLC,Oakhollow Furniture Co,5712,"Furniture, Home Furnishings",US,Columbus,OH,America/New_York,ecommerce,https://www.oakhollowfurniture.example,(614) 555-0133,ACQ-02,Pinecrest Payments,519388675110672,false,,2021-04-02,active
MER-90002,Bluefern Coffee Roasters LLC,Bluefern Coffee Roasters,5814,Fast Food Restaurants,US,Boston,MA,America/New_York,in_store,https://www.blueferncoffeeroasters.example,(617) 555-0112,ACQ-03,Tapr Payment Facilitation,256084625404253,false,,2018-09-10,active
MER-90003,Glyphstack Fonts LLC,Glyphstack Fonts,5817,Digital Goods – Applications (excl. games),US,Austin,TX,America/Chicago,ecommerce,https://www.glyphstack.example,(888) 555-0144,ACQ-07,Nimbus Digital Acquiring,656512972252400,false,,2020-01-15,active
MER-90004,Parcelwick Home LLC,Parcelwick Home,5719,Miscellaneous Home Furnishing Specialty Stores,US,Chicago,IL,America/Chicago,ecommerce,https://www.parcelwick.example,(888) 555-0142,ACQ-04,Keystone Card Acquiring,473279235100456,false,,2017-06-01,active
MER-90005,The Larkspur Hotel Nashville Operating Co,The Larkspur Hotel Nashville,7011,"Lodging – Hotels, Motels, Resorts",US,Nashville,TN,America/Chicago,in_store,https://www.larkspurhotels.example,(615) 555-0120,ACQ-06,Summit Commerce Bank,229969731092381,false,,2016-03-01,active
MER-90006,Lumafit Plus Inc,Lumafit Plus,5968,Direct Marketing – Continuity/Subscription,US,Los Angeles,CA,America/Los_Angeles,recurring,https://www.lumafit.example,(855) 555-0171,ACQ-07,Nimbus Digital Acquiring,684681350086750,false,,2023-02-01,active
MER-90007,Azulejo Atelier Lisboa Lda,Azulejo Atelier Lisboa,5719,Miscellaneous Home Furnishing Specialty Stores,PT,Lisbon,,Europe/Lisbon,ecommerce,https://www.azulejoatelier.example,+351 21 555 0143,ACQ-05,Atlantica Global Acquiring,130438392772801,false,,2019-11-11,active
MER-90008,Pinegrove Fuel #22 LLC,Pinegrove Fuel #22,5542,Automated Fuel Dispensers,US,Cleveland,OH,America/New_York,in_store,https://www.pinegrovefuel22.example,(888) 555-0170,ACQ-02,Pinecrest Payments,835897789957323,false,,2015-07-01,active
MER-90009,Nebula Forge Games Interactive Inc,Nebula Forge Games,5816,Digital Goods – Games,US,Seattle,WA,America/Los_Angeles,ecommerce,https://store.nebulaforge.example,(888) 555-0125,ACQ-07,Nimbus Digital Acquiring,154237156702880,false,,2019-02-01,active
